assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3712881,5247,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712882,5247,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712883,5248,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3712884,5248,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712885,5249,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3712886,5249,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712887,5255,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712888,5255,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712889,5256,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712890,5256,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712891,5257,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3712892,5257,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712893,5258,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3712894,5258,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712895,5259,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3712896,5260,DOSE,=,0.1,mg/kg,,DOSE,=,0.1,mg.kg-1,,
3712897,5260,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712898,5261,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3712899,5261,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712900,5263,DOSE,=,1.2,mg/kg,,DOSE,=,1.2,mg.kg-1,,
3712901,5263,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712902,5411,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3712903,5411,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712904,5412,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712905,5412,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712906,5421,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712907,5422,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3712908,5424,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712909,5425,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712910,5426,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3712911,5426,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712912,5427,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712913,5427,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712914,5432,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712915,5432,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712916,5434,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712917,5434,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712918,5435,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712919,5435,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712920,5440,DOSE,=,0.032,mg/kg,,DOSE,=,0.032,mg.kg-1,,
3712921,10928,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3712922,10975,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712923,10975,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712924,10976,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712925,10976,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712926,10977,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3712927,10977,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712928,10978,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712929,10978,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712930,10979,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712931,10979,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712932,10980,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3712933,10980,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712934,10981,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712935,10981,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712936,10982,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712937,10982,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712938,10983,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712939,10983,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712940,10984,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712941,10986,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3712942,10986,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712943,10988,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3712944,10988,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712945,10989,DOSE,=,5.2,mg/kg,,DOSE,=,5.2,mg.kg-1,,
3712946,10989,ROUTE,,,,Intraduodenal,ROUTE,,,,Intraduodenal,
3712947,10990,DOSE,=,6.6,mg/kg,,DOSE,=,6.6,mg.kg-1,,
3712948,10990,ROUTE,,,,Intraduodenal,ROUTE,,,,Intraduodenal,
3712949,10991,DOSE,=,5.5,mg/kg,,DOSE,=,5.5,mg.kg-1,,
3712950,10991,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712951,10992,DOSE,=,6.5,mg/kg,,DOSE,=,6.5,mg.kg-1,,
3712952,10992,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712953,10993,DOSE,=,6.2,mg/kg,,DOSE,=,6.2,mg.kg-1,,
3712954,10993,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712955,10994,DOSE,=,6.3,mg/kg,,DOSE,=,6.3,mg.kg-1,,
3712956,10994,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712957,10995,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712958,10995,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712959,10996,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712960,10996,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712961,10997,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712962,10997,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712963,10998,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712964,10998,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712965,10999,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3712966,10999,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712967,11009,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3712968,11009,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712969,11011,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3712970,11011,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712971,11012,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3712972,11012,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712973,11013,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712974,11013,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3712975,11014,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712976,11014,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712977,11015,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3712978,11015,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712979,11016,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712980,11016,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712981,11017,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712982,11017,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3712983,11018,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712984,11018,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712985,11019,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3712986,11019,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712987,11020,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3712988,11020,ROUTE,,,,Oral,ROUTE,,,,Oral,
3712989,11022,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3712990,11022,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712991,11023,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3712992,11023,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712993,11025,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3712994,11025,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3712995,11026,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3712996,11026,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3712997,11070,DOSE,=,5.4,mg/kg,,DOSE,=,5.4,mg.kg-1,,
3712998,11070,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3712999,11071,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713000,11071,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713001,11072,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713002,11072,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713003,11073,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713004,11073,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713005,11074,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713006,11074,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713007,11075,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713008,11075,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713009,11076,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713010,11076,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713011,11077,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713012,11077,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713013,11078,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713014,11078,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713015,11079,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713016,11079,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713017,11080,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713018,11080,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713019,11081,DOSE,=,27.0,mg/kg,,DOSE,=,27.0,mg.kg-1,,
3713020,11081,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713021,11082,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713022,11082,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713023,11083,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713024,11083,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713025,11084,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713026,11084,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713027,11085,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713028,11085,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713029,11086,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713030,11086,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713031,11087,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3713032,11087,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713033,11088,DOSE,=,81.0,mg/kg,,DOSE,=,81.0,mg.kg-1,,
3713034,11088,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713035,11089,DOSE,=,81.0,mg/kg,,DOSE,=,81.0,mg.kg-1,,
3713036,11089,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713037,11090,DOSE,=,81.0,mg/kg,,DOSE,=,81.0,mg.kg-1,,
3713038,11090,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713039,11091,DOSE,=,81.0,mg/kg,,DOSE,=,81.0,mg.kg-1,,
3713040,11091,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713041,11092,DOSE,=,81.0,mg/kg,,DOSE,=,81.0,mg.kg-1,,
3713042,11092,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713043,11093,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713044,11093,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713045,11094,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713046,11094,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713047,11095,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713048,11095,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713049,11096,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713050,11096,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713051,11097,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713052,11097,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713053,11098,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3713054,11098,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713055,11099,DOSE,=,0.312,mg/kg,,DOSE,=,0.312,mg.kg-1,,
3713056,11099,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713057,11100,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3713058,11100,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713059,11101,DOSE,=,0.625,mg/kg,,DOSE,=,0.625,mg.kg-1,,
3713060,11101,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713061,11102,DOSE,=,0.6,mg/kg,,DOSE,=,0.6,mg.kg-1,,
3713062,11102,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713063,11103,DOSE,=,1.8,mg/kg,,DOSE,=,1.8,mg.kg-1,,
3713064,11103,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713065,11104,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713066,11104,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713067,11105,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713068,11105,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713069,11106,DOSE,=,16.2,mg/kg,,DOSE,=,16.2,mg.kg-1,,
3713070,11106,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713071,11107,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713072,11107,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713073,11108,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713074,11108,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713075,11109,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713076,11109,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713077,11110,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713078,11110,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713079,11111,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713080,11111,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713081,11112,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3713082,11112,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713083,11113,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3713084,11113,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713085,11114,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3713086,11114,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713087,11129,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713088,11130,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713089,11131,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713090,11174,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3713091,11174,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713092,11179,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713093,11179,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713094,11180,DOSE,=,1.5,mg/kg,,DOSE,=,1.5,mg.kg-1,,
3713095,11181,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3713096,11190,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713097,11190,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713098,11191,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713099,11191,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713100,11192,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713101,11192,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713102,11193,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713103,11193,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713104,11194,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713105,11194,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713106,11197,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713107,11197,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713108,11203,DOSE,=,60.0,mg/kg,,DOSE,=,60.0,mg.kg-1,,
3713109,11203,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713110,11204,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713111,11204,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713112,11205,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3713113,11205,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713114,11206,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3713115,11206,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713116,11207,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713117,11207,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713118,11210,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713119,11210,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713120,11211,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713121,11211,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713122,11212,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3713123,11212,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713124,11213,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713125,11213,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713126,11214,DOSE,=,5.1,mg/kg,,DOSE,=,5.1,mg.kg-1,,
3713127,11214,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713128,11215,DOSE,=,5.2,mg/kg,,DOSE,=,5.2,mg.kg-1,,
3713129,11215,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713130,11221,DOSE,=,26.3,mg/kg,,DOSE,=,26.3,mg.kg-1,,
3713131,11221,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713132,11222,DOSE,=,3.8,mg/kg,,DOSE,=,3.8,mg.kg-1,,
3713133,11222,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713134,11274,DOSE,=,5.4,mg/kg,,DOSE,=,5.4,mg.kg-1,,
3713135,5440,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713136,5441,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713137,5441,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713138,5493,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713139,11274,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713140,11275,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713141,11275,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713142,11276,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713143,11276,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713144,11277,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713145,11277,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713146,11278,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713147,11278,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713148,11279,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713149,11279,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3713150,11365,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3713151,11365,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713152,11368,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713153,11368,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713154,11369,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713155,11369,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713156,11370,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713157,11370,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713158,11371,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713159,11371,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713160,11373,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3713161,11373,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713162,11375,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713163,11375,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713164,11376,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713165,11376,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713166,11377,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3713167,11377,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713168,11378,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3713169,11378,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713170,11379,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3713171,11379,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713172,11381,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713173,11381,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713174,11382,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713175,11382,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713176,11383,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713177,11383,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713178,11384,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713179,11384,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713180,11385,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713181,11385,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713182,11386,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713183,11386,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713184,11387,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713185,11387,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713186,11388,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713187,11388,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713188,11390,DOSE,=,5.22,mg/kg,,DOSE,=,5.22,mg.kg-1,,
3713189,11390,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713190,11391,DOSE,=,5.46,mg/kg,,DOSE,=,5.46,mg.kg-1,,
3713191,11391,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713192,11392,DOSE,=,5.01,mg/kg,,DOSE,=,5.01,mg.kg-1,,
3713193,11392,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713194,11393,DOSE,=,5.03,mg/kg,,DOSE,=,5.03,mg.kg-1,,
3713195,11393,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713196,11394,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713197,11394,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713198,11395,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3713199,11395,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713200,11402,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3713201,11402,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713202,11408,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3713203,11501,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3713204,11501,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713205,11502,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3713206,11502,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713207,11503,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3713208,11503,ROUTE,,,,Oral,ROUTE,,,,Oral,
3713209,11504,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3713210,11504,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3713211,11558,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
