molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
2990,367.88,6.33,3.0,2.0,41.49,2.0,N,1.0,8.32,3.41,5.42,5.38,NEUTRAL,367.88,2.0,26.0,0.61,367.1339,C22H22ClNO2,3.0,2.0,1.0,0.88
2991,374.05,6.06,2.0,2.0,48.91,2.0,N,1.0,9.4,2.99,6.25,6.25,NEUTRAL,374.05,3.0,22.0,0.57,371.9391,C15H8Cl4N2O,3.0,2.0,1.0,-0.61
2992,581.15,5.27,4.0,3.0,70.23,4.0,N,2.0,8.73,,5.43,5.41,NEUTRAL,581.15,3.0,27.0,0.29,580.9097,C20H13I2N3O2,5.0,3.0,2.0,-0.66
2993,366.45,4.23,4.0,2.0,93.06,12.0,N,0.0,3.91,,4.75,-1.3,ACID,366.45,1.0,26.0,0.54,366.2042,C20H30O6,6.0,2.0,0.0,-0.03
2994,250.34,3.57,2.0,1.0,46.53,6.0,N,0.0,4.42,,4.39,1.51,ACID,250.34,1.0,18.0,0.78,250.1569,C15H22O3,3.0,1.0,0.0,-0.36
2995,244.21,-3.01,8.0,4.0,143.72,3.0,N,0.0,11.75,,-2.84,-2.84,NEUTRAL,244.21,1.0,17.0,0.44,244.0808,C8H12N4O5,9.0,5.0,0.0,0.53
2996,417.61,4.12,2.0,1.0,38.33,2.0,N,0.0,11.06,,4.29,4.28,NEUTRAL,417.61,2.0,21.0,0.75,416.9429,C15H10ClFINO2,3.0,1.0,0.0,-0.53
2997,371.4,4.0,4.0,2.0,78.51,4.0,N,0.0,8.52,,2.89,2.86,NEUTRAL,371.4,3.0,28.0,0.68,371.127,C22H17N3O3,6.0,2.0,0.0,-0.79
2998,412.39,5.03,6.0,2.0,76.66,6.0,N,1.0,,,5.15,5.15,NEUTRAL,412.39,3.0,30.0,0.55,412.1235,C22H18F2N2O4,6.0,2.0,1.0,-0.6
2999,416.47,5.88,3.0,0.0,34.89,4.0,N,1.0,,5.17,5.2,5.2,NEUTRAL,416.47,4.0,31.0,0.42,416.17,C26H22F2N2O,3.0,0.0,1.0,-0.48
3000,430.5,6.08,3.0,0.0,34.89,5.0,N,1.0,,5.17,5.65,5.65,NEUTRAL,430.5,4.0,32.0,0.38,430.1857,C27H24F2N2O,3.0,0.0,1.0,-0.46
3001,370.4,4.89,4.0,2.0,74.6,6.0,N,0.0,7.57,,5.2,4.95,NEUTRAL,370.4,3.0,28.0,0.48,370.1205,C24H18O4,4.0,2.0,0.0,0.19
3002,718.95,7.98,4.0,2.0,64.28,9.0,N,2.0,,7.72,-1.52,-2.14,NEUTRAL,909.14,8.0,54.0,0.15,718.3984,C48H56N6O8S2,8.0,2.0,2.0,0.0
3003,747.0,8.0,6.0,0.0,42.56,9.0,N,2.0,,7.72,-1.07,-1.69,NEUTRAL,937.2,8.0,56.0,0.14,746.4297,C50H60N6O8S2,8.0,0.0,2.0,-0.08
3004,761.03,8.39,6.0,0.0,42.56,10.0,N,2.0,,7.66,-0.63,-1.19,NEUTRAL,951.22,8.0,57.0,0.13,760.4454,C51H62N6O8S2,8.0,0.0,2.0,-0.13
3005,409.44,3.7,7.0,1.0,78.74,3.0,N,0.0,5.25,,3.33,1.38,ACID,409.44,2.0,30.0,0.47,409.1525,C23H23NO6,7.0,1.0,0.0,1.56
3006,456.58,6.2,4.0,2.0,93.06,13.0,N,1.0,4.06,,6.91,1.08,ACID,456.58,2.0,33.0,0.35,456.2512,C27H36O6,6.0,2.0,1.0,-0.13
3007,511.44,7.2,4.0,2.0,93.06,13.0,N,2.0,3.99,,7.61,1.68,ACID,511.44,2.0,34.0,0.28,510.1576,C26H32Cl2O6,6.0,2.0,2.0,-0.36
3008,436.55,4.61,7.0,0.0,88.13,13.0,N,0.0,,,4.6,4.6,NEUTRAL,436.55,1.0,31.0,0.25,436.2461,C24H36O7,7.0,0.0,0.0,0.0
3009,452.54,4.19,8.0,0.0,97.36,13.0,N,0.0,,,5.05,5.05,NEUTRAL,452.54,1.0,32.0,0.25,452.241,C24H36O8,8.0,0.0,0.0,-0.06
3010,210.13,-0.79,3.0,5.0,130.71,5.0,N,0.0,0.52,12.28,-2.52,-6.0,ZWITTERION,254.09,0.0,13.0,0.23,210.0406,C5H9N2Na2O5P,7.0,5.0,0.0,0.17
3011,394.42,4.01,6.0,0.0,63.22,2.0,N,0.0,13.83,,3.33,3.33,NEUTRAL,394.42,2.0,29.0,0.77,394.1416,C23H22O6,6.0,0.0,0.0,1.63
3012,232.28,1.86,2.0,2.0,54.12,4.0,N,0.0,,,1.15,1.15,NEUTRAL,232.28,2.0,17.0,0.84,232.1212,C13H16N2O2,4.0,2.0,0.0,-0.52
3015,583.56,-0.38,12.0,7.0,276.94,14.0,N,3.0,3.06,2.72,-1.15,-10.72,ACID,583.56,3.0,42.0,0.13,583.2139,C25H29N9O8,17.0,9.0,3.0,-0.43
3016,601.55,-0.43,12.0,7.0,276.94,14.0,N,3.0,3.25,2.8,-1.18,-10.58,ACID,601.55,3.0,43.0,0.12,601.2045,C25H28FN9O8,17.0,9.0,3.0,-0.47
3018,408.54,4.71,6.0,0.0,71.06,12.0,N,0.0,,,5.56,5.56,NEUTRAL,408.54,1.0,29.0,0.37,408.2512,C23H36O6,6.0,0.0,0.0,-0.25
3019,414.59,5.71,4.0,2.0,58.92,13.0,N,1.0,,,5.45,5.45,NEUTRAL,414.59,2.0,30.0,0.41,414.277,C26H38O4,4.0,2.0,1.0,-0.1
3020,585.62,1.17,11.0,4.0,221.96,8.0,N,2.0,8.76,3.38,0.35,0.34,NEUTRAL,585.62,4.0,40.0,0.23,585.11,C24H23N7O7S2,14.0,6.0,3.0,-1.05
3021,647.16,3.17,10.0,4.0,195.93,9.0,N,1.0,9.41,3.63,2.87,2.87,NEUTRAL,647.16,4.0,42.0,0.2,646.053,C26H23ClN6O6S3,12.0,6.0,3.0,-1.43
3022,229.31,2.15,4.0,1.0,51.27,1.0,N,0.0,,8.78,1.83,0.47,BASE,229.31,2.0,16.0,0.81,229.0674,C12H11N3S,3.0,2.0,0.0,-0.48
3023,477.0,6.55,4.0,2.0,93.06,13.0,N,1.0,4.04,,7.0,1.15,ACID,477.0,2.0,33.0,0.32,476.1966,C26H33ClO6,6.0,2.0,1.0,-0.3
3024,285.34,4.23,3.0,1.0,47.56,6.0,N,0.0,,,3.7,3.7,NEUTRAL,285.34,2.0,21.0,0.86,285.1365,C17H19NO3,4.0,1.0,0.0,-0.9
3025,473.4,5.17,6.0,0.0,71.06,12.0,N,1.0,,,5.81,5.81,NEUTRAL,473.4,1.0,29.0,0.31,472.1461,C22H33BrO6,6.0,0.0,1.0,-0.22
3026,400.9,4.88,4.0,2.0,93.06,12.0,N,0.0,3.61,,5.36,-1.06,ACID,400.9,1.0,27.0,0.49,400.1653,C20H29ClO6,6.0,2.0,0.0,-0.38
3027,240.28,2.83,2.0,1.0,38.38,1.0,Y,0.0,,9.43,3.08,1.2,BASE,240.28,2.0,18.0,0.82,240.1063,C15H13FN2,2.0,2.0,0.0,-0.39
3028,498.28,6.94,2.0,2.0,40.46,10.0,N,1.0,9.55,,7.59,7.58,NEUTRAL,498.28,1.0,32.0,0.21,498.0864,C17H15F13O2,2.0,2.0,1.0,0.32
3030,285.34,4.23,3.0,1.0,47.56,6.0,N,0.0,12.37,,3.7,3.7,NEUTRAL,285.34,2.0,21.0,0.86,285.1365,C17H19NO3,4.0,1.0,0.0,-1.14
3031,285.34,4.23,3.0,1.0,47.56,6.0,N,0.0,13.76,,3.7,3.7,NEUTRAL,285.34,2.0,21.0,0.86,285.1365,C17H19NO3,4.0,1.0,0.0,-1.14
3032,376.41,4.75,6.0,2.0,76.66,6.0,N,0.0,,,4.86,4.86,NEUTRAL,376.41,3.0,28.0,0.6,376.1423,C22H20N2O4,6.0,2.0,0.0,-0.36
3033,471.61,5.75,6.0,3.0,76.71,10.0,N,1.0,8.75,7.27,5.06,4.92,NEUTRAL,471.61,3.0,35.0,0.33,471.2634,C28H33N5O2,7.0,3.0,1.0,-0.63
3034,361.36,3.47,6.0,5.0,110.69,4.0,N,0.0,8.68,0.34,2.97,2.94,NEUTRAL,361.36,3.0,27.0,0.36,361.1063,C20H15N3O4,7.0,5.0,0.0,-0.14
3035,296.37,4.1,3.0,2.0,50.36,5.0,N,0.0,,0.1,3.68,3.68,NEUTRAL,296.37,2.0,22.0,0.87,296.1525,C18H20N2O2,4.0,2.0,0.0,-0.94
3036,867.82,-3.56,13.0,12.0,413.42,27.0,N,3.0,2.3,,-3.66,-18.9,ACID,867.82,1.0,61.0,0.04,867.3134,C36H49N7O18,25.0,13.0,3.0,0.11
3037,521.72,4.39,7.0,1.0,93.14,11.0,N,1.0,,,5.21,5.21,NEUTRAL,521.72,1.0,36.0,0.34,521.2811,C28H43NO6S,7.0,1.0,1.0,1.19
3038,360.8,3.42,6.0,2.0,89.27,6.0,N,0.0,4.46,1.55,2.88,0.03,ACID,360.8,3.0,25.0,0.7,360.0989,C17H17ClN4O3,7.0,2.0,0.0,-1.71
3039,443.94,3.63,7.0,2.0,90.3,8.0,N,0.0,,1.73,2.71,2.71,NEUTRAL,443.94,3.0,31.0,0.55,443.1724,C22H26ClN5O3,8.0,2.0,0.0,-1.69
3040,363.46,4.87,4.0,1.0,46.17,4.0,N,0.0,8.3,,5.07,5.02,NEUTRAL,363.46,3.0,25.0,0.67,363.0388,C20H13NO2S2,3.0,1.0,0.0,-0.45
3041,428.95,5.06,6.0,0.0,71.06,12.0,N,1.0,,,5.65,5.65,NEUTRAL,428.95,1.0,29.0,0.34,428.1966,C22H33ClO6,6.0,0.0,1.0,-0.41
3042,316.49,4.52,2.0,1.0,37.3,1.0,N,0.0,,,3.74,3.74,NEUTRAL,316.49,0.0,23.0,0.72,316.2402,C21H32O2,2.0,1.0,0.0,2.58
3043,312.0,4.88,0.0,0.0,0.0,1.0,N,0.0,,,5.16,5.16,,312.0,2.0,14.0,0.7,309.8993,C12H8Br2,0.0,0.0,0.0,-0.42
3044,373.5,6.54,3.0,1.0,30.49,5.0,N,1.0,,3.42,5.7,5.7,NEUTRAL,373.5,2.0,28.0,0.6,373.2042,C25H27NO2,3.0,1.0,1.0,0.56
3045,373.5,6.62,3.0,1.0,30.49,4.0,N,1.0,,3.41,5.7,5.7,NEUTRAL,373.5,2.0,28.0,0.61,373.2042,C25H27NO2,3.0,1.0,1.0,1.01
3046,464.6,5.39,7.0,0.0,88.13,15.0,N,1.0,,,5.75,5.75,NEUTRAL,464.6,1.0,33.0,0.2,464.2774,C26H40O7,7.0,0.0,1.0,-0.15
3047,450.57,5.0,7.0,0.0,88.13,14.0,N,0.0,,,5.3,5.3,NEUTRAL,450.57,1.0,32.0,0.22,450.2618,C25H38O7,7.0,0.0,0.0,-0.21
3048,451.56,4.36,7.0,1.0,100.16,13.0,N,0.0,11.48,,4.28,4.28,NEUTRAL,451.56,1.0,32.0,0.35,451.257,C24H37NO7,8.0,1.0,0.0,-0.23
3049,244.21,-3.01,8.0,4.0,143.72,3.0,N,0.0,11.88,,-2.77,-2.77,NEUTRAL,244.21,1.0,17.0,0.44,244.0808,C8H12N4O5,9.0,5.0,0.0,0.69
3050,490.69,5.69,4.0,1.0,101.02,1.0,N,1.0,,,5.6,5.6,NEUTRAL,490.69,0.0,36.0,0.51,490.3195,C31H42N2O3,5.0,2.0,1.0,2.06
3051,436.15,5.76,3.0,1.0,62.82,3.0,N,1.0,6.73,,5.4,4.84,NEUTRAL,436.15,3.0,25.0,0.57,433.9217,C16H10Cl4N2O2S,4.0,1.0,1.0,-0.78
3052,385.92,5.53,4.0,1.0,39.41,5.0,N,1.0,6.25,6.92,5.64,5.49,ACID,385.92,3.0,26.0,0.36,385.1016,C20H20ClN3OS,4.0,0.0,1.0,-1.13
3053,406.34,5.65,4.0,1.0,39.08,5.0,N,1.0,6.4,7.01,5.53,5.35,ACID,406.34,3.0,26.0,0.56,405.0469,C19H17Cl2N3OS,4.0,1.0,1.0,-1.34
3054,228.32,2.75,3.0,1.0,38.38,1.0,Y,0.0,,9.2,2.85,1.14,BASE,228.32,2.0,16.0,0.8,228.0721,C13H12N2S,2.0,2.0,0.0,-0.7
3055,174.25,1.73,2.0,1.0,38.38,0.0,Y,0.0,,9.91,1.85,-0.31,BASE,174.25,1.0,13.0,0.64,174.1157,C11H14N2,2.0,2.0,0.0,-0.21
3056,186.26,1.73,2.0,1.0,38.38,1.0,Y,0.0,,10.03,2.0,-0.21,BASE,186.26,1.0,14.0,0.71,186.1157,C12H14N2,2.0,2.0,0.0,0.22
3057,228.21,-1.98,7.0,3.0,123.49,3.0,N,0.0,12.01,,-2.06,-2.06,NEUTRAL,228.21,1.0,16.0,0.55,228.0859,C8H12N4O4,8.0,4.0,0.0,0.73
3058,222.29,2.69,2.0,1.0,38.38,1.0,Y,0.0,,9.43,2.94,1.06,BASE,222.29,2.0,17.0,0.79,222.1157,C15H14N2,2.0,2.0,0.0,0.08
3059,146.19,-0.47,3.0,3.0,89.34,5.0,N,0.0,2.74,10.29,-3.21,-4.98,ZWITTERION,146.19,0.0,10.0,0.46,146.1055,C6H14N2O2,4.0,5.0,0.0,1.45
3060,202.21,-0.85,4.0,4.0,126.64,6.0,N,0.0,1.87,9.78,-5.61,-5.61,ZWITTERION,202.21,0.0,14.0,0.42,202.0954,C8H14N2O4,6.0,6.0,1.0,0.81
3061,202.21,-0.85,4.0,4.0,126.64,6.0,N,0.0,1.87,9.78,-5.61,-5.61,ZWITTERION,202.21,0.0,14.0,0.42,202.0954,C8H14N2O4,6.0,6.0,1.0,0.81
3062,281.06,4.4,1.0,1.0,28.68,1.0,N,0.0,11.29,3.02,4.35,4.35,NEUTRAL,281.06,2.0,17.0,0.82,279.9782,C10H5Cl2F3N2,2.0,1.0,0.0,-1.19
3063,343.39,4.4,4.0,2.0,61.44,4.0,N,0.0,,,3.8,3.8,NEUTRAL,343.39,3.0,26.0,0.69,343.1321,C21H17N3O2,5.0,2.0,0.0,-0.54
3064,452.54,4.19,8.0,0.0,97.36,13.0,N,0.0,,,5.05,5.05,NEUTRAL,452.54,1.0,32.0,0.25,452.241,C24H36O8,8.0,0.0,0.0,-0.22
3065,482.43,8.01,2.0,2.0,40.46,14.0,N,1.0,9.55,,8.85,8.85,NEUTRAL,482.43,1.0,32.0,0.16,482.1867,C21H27F9O2,2.0,2.0,1.0,0.33
3066,320.52,6.73,2.0,2.0,40.46,14.0,N,1.0,9.55,,8.1,8.1,NEUTRAL,320.52,1.0,23.0,0.29,320.2715,C21H36O2,2.0,2.0,1.0,0.57
3067,498.66,6.85,6.0,0.0,71.06,15.0,N,1.0,,,6.34,6.34,NEUTRAL,498.66,2.0,36.0,0.2,498.2981,C30H42O6,6.0,0.0,1.0,-0.03
3068,572.05,2.45,8.0,5.0,190.89,8.0,N,1.0,9.99,3.91,1.73,1.73,NEUTRAL,572.05,3.0,39.0,0.26,571.1405,C25H26ClN7O5S,12.0,7.0,3.0,-1.28
3069,170.22,0.95,2.0,1.0,38.38,0.0,Y,0.0,,8.44,1.45,0.39,NEUTRAL,170.22,1.0,13.0,0.58,170.0844,C11H10N2,2.0,2.0,0.0,0.03
3070,160.22,1.34,2.0,1.0,38.38,0.0,Y,0.0,,10.17,1.57,-0.68,BASE,160.22,1.0,12.0,0.61,160.1,C10H12N2,2.0,2.0,0.0,0.61
3072,524.7,5.94,5.0,1.0,97.74,2.0,N,2.0,4.08,,6.33,3.22,ACID,524.7,0.0,38.0,0.35,524.3138,C32H44O6,6.0,1.0,2.0,2.43
3073,641.94,7.68,5.0,0.0,81.48,2.0,N,2.0,,8.92,6.92,5.39,BASE,641.94,0.0,47.0,0.31,641.4556,C41H59N3O3,6.0,0.0,2.0,1.25
3074,463.4,5.71,6.0,0.0,71.06,12.0,N,1.0,,,6.25,6.25,NEUTRAL,463.4,1.0,30.0,0.29,462.1576,C22H32Cl2O6,6.0,0.0,1.0,-0.22
3076,359.71,4.53,2.0,1.0,38.33,2.0,N,0.0,10.96,,4.23,4.23,NEUTRAL,359.71,2.0,24.0,0.8,359.0336,C16H10ClF4NO2,3.0,1.0,0.0,-0.6
3077,316.72,3.39,3.0,1.0,62.12,2.0,N,0.0,10.81,,3.21,3.21,NEUTRAL,316.72,2.0,22.0,0.92,316.0415,C16H10ClFN2O2,4.0,1.0,0.0,-0.78
3078,470.61,6.07,6.0,0.0,71.06,13.0,N,1.0,,,6.69,6.69,NEUTRAL,470.61,2.0,34.0,0.26,470.2668,C28H38O6,6.0,0.0,1.0,-0.15
3079,470.56,5.46,5.0,2.0,110.13,14.0,N,1.0,3.38,,6.21,-0.4,ACID,470.56,2.0,34.0,0.28,470.2305,C27H34O7,7.0,2.0,1.0,-0.23
3080,531.74,6.94,5.0,0.0,84.23,3.0,N,2.0,,,7.28,7.28,NEUTRAL,531.74,0.0,39.0,0.29,531.3349,C34H45NO4,5.0,0.0,2.0,2.09
3081,390.12,6.65,2.0,2.0,28.68,2.0,N,1.0,7.04,4.14,6.65,6.17,NEUTRAL,390.12,3.0,22.0,0.47,387.9162,C15H8Cl4N2S,2.0,1.0,1.0,-0.77
3082,558.81,7.22,4.0,0.0,78.24,1.0,N,2.0,,1.47,6.9,6.9,NEUTRAL,558.81,0.0,41.0,0.34,558.3821,C36H50N2O3,5.0,0.0,2.0,1.6
3083,228.21,-1.98,7.0,3.0,123.49,2.0,N,0.0,11.89,,-1.73,-1.73,NEUTRAL,228.21,1.0,16.0,0.54,228.0859,C8H12N4O4,8.0,4.0,0.0,0.55
3084,244.21,-3.01,8.0,4.0,143.72,3.0,N,0.0,11.88,,-2.77,-2.77,NEUTRAL,244.21,1.0,17.0,0.44,244.0808,C8H12N4O5,9.0,5.0,0.0,0.69
3085,436.55,4.61,7.0,0.0,88.13,13.0,N,0.0,,,4.6,4.6,NEUTRAL,436.55,1.0,31.0,0.25,436.2461,C24H36O7,7.0,0.0,0.0,-0.19
3086,394.51,5.01,4.0,2.0,93.06,14.0,N,1.0,3.91,,5.64,-0.41,ACID,394.51,1.0,28.0,0.43,394.2355,C22H34O6,6.0,2.0,1.0,-0.01
3087,528.98,1.88,8.0,4.0,178.86,8.0,N,1.0,9.99,3.82,1.44,1.43,NEUTRAL,528.98,3.0,36.0,0.25,528.0983,C23H21ClN6O5S,11.0,6.0,3.0,-1.0
3088,543.01,2.27,8.0,4.0,178.86,7.0,N,1.0,9.99,3.86,1.48,1.48,NEUTRAL,543.01,3.0,37.0,0.33,542.1139,C24H23ClN6O5S,11.0,6.0,3.0,-1.08
3089,409.52,3.99,7.0,1.0,97.08,12.0,N,0.0,,4.42,4.22,4.21,NEUTRAL,409.52,1.0,29.0,0.32,409.2464,C22H35NO6,7.0,2.0,0.0,-0.04
3090,439.51,4.31,8.0,0.0,114.2,13.0,N,0.0,,,4.98,4.98,,439.51,1.0,31.0,0.19,439.2206,C22H33NO8,9.0,0.0,0.0,-0.24
3091,426.05,7.38,1.0,1.0,28.68,2.0,N,1.0,10.28,2.67,7.13,7.13,NEUTRAL,426.05,3.0,25.0,0.46,423.9315,C16H7Cl4F3N2,2.0,1.0,1.0,-0.85
3093,444.53,4.15,8.0,0.0,118.64,12.0,N,0.0,,,4.76,4.76,NEUTRAL,444.53,1.0,32.0,0.35,444.226,C24H32N2O6,8.0,0.0,0.0,-0.21
3094,506.62,5.06,6.0,2.0,127.2,14.0,N,2.0,3.66,,5.71,-0.66,ACID,506.62,2.0,35.0,0.34,506.1974,C26H34O8S,8.0,2.0,2.0,-0.36
3095,434.45,5.25,4.0,2.0,93.06,12.0,N,1.0,3.66,,5.63,-0.72,ACID,434.45,1.0,30.0,0.44,434.1916,C21H29F3O6,6.0,2.0,1.0,-0.39
3097,187.24,0.16,3.0,4.0,99.2,6.0,N,0.0,2.6,12.82,-2.43,-4.49,ZWITTERION,187.24,0.0,13.0,0.27,187.1321,C8H17N3O2,5.0,5.0,0.0,1.19
3098,233.23,-1.43,6.0,4.0,143.37,6.0,N,0.0,10.95,8.03,-1.15,-2.04,NEUTRAL,233.23,0.0,16.0,0.11,233.1124,C7H15N5O4,9.0,5.0,0.0,0.37
3099,146.19,0.95,2.0,1.0,38.38,0.0,Y,0.0,,10.43,1.16,-1.16,BASE,146.19,1.0,11.0,0.58,146.0844,C9H10N2,2.0,2.0,0.0,0.02
3100,472.67,6.73,4.0,0.0,81.72,0.0,N,1.0,,,6.46,6.46,NEUTRAL,472.67,0.0,35.0,0.39,472.309,C31H40N2O2,4.0,0.0,1.0,2.08
3101,405.46,5.97,4.0,2.0,61.44,5.0,N,1.0,,,5.45,5.45,NEUTRAL,405.46,4.0,31.0,0.4,405.1477,C26H19N3O2,5.0,2.0,1.0,-0.75
3102,359.39,4.07,5.0,3.0,79.46,5.0,N,0.0,8.73,,3.42,3.4,NEUTRAL,359.39,3.0,27.0,0.6,359.127,C21H17N3O3,6.0,3.0,0.0,-0.49
3103,359.71,4.53,2.0,1.0,38.33,2.0,N,0.0,11.56,,4.23,4.23,NEUTRAL,359.71,2.0,24.0,0.8,359.0336,C16H10ClF4NO2,3.0,1.0,0.0,-0.65
3104,359.71,4.53,2.0,1.0,38.33,2.0,N,0.0,11.56,,4.23,4.23,NEUTRAL,359.71,2.0,24.0,0.8,359.0336,C16H10ClF4NO2,3.0,1.0,0.0,-0.65
3105,274.73,3.48,2.0,1.0,38.38,1.0,N,0.0,,8.2,3.69,2.84,NEUTRAL,274.73,2.0,19.0,0.85,274.0673,C15H12ClFN2,2.0,2.0,0.0,-0.68
3106,506.72,7.0,6.0,0.0,71.06,12.0,N,2.0,,,8.13,8.13,NEUTRAL,506.72,1.0,36.0,0.22,506.3607,C30H50O6,6.0,0.0,2.0,0.0
3108,473.4,5.17,6.0,0.0,71.06,12.0,N,1.0,,,5.81,5.81,NEUTRAL,473.4,1.0,29.0,0.31,472.1461,C22H33BrO6,6.0,0.0,1.0,-0.23
3109,461.09,6.48,6.0,0.0,52.6,12.0,N,1.0,,,7.01,7.01,,461.09,1.0,29.0,0.2,460.1509,C22H33ClO4S2,4.0,0.0,1.0,-0.67
3110,506.72,7.52,6.0,0.0,71.06,20.0,N,2.0,,,8.43,8.43,NEUTRAL,506.72,1.0,36.0,0.13,506.3607,C30H50O6,6.0,0.0,2.0,-0.05
3111,506.72,7.0,6.0,0.0,71.06,12.0,N,2.0,,,8.13,8.13,NEUTRAL,506.72,1.0,36.0,0.22,506.3607,C30H50O6,6.0,0.0,2.0,-0.04
3112,408.54,4.71,6.0,0.0,71.06,12.0,N,0.0,,,5.56,5.56,NEUTRAL,408.54,1.0,29.0,0.37,408.2512,C23H36O6,6.0,0.0,0.0,-0.28
3113,440.08,7.39,2.0,0.0,17.82,2.0,N,1.0,,2.31,7.35,7.35,NEUTRAL,440.08,3.0,26.0,0.41,437.9472,C17H9Cl4F3N2,2.0,0.0,1.0,-0.92
3114,406.5,2.91,7.0,3.0,96.89,8.0,N,0.0,13.72,9.76,2.88,0.57,BASE,406.5,2.0,28.0,0.58,406.1562,C20H26N2O5S,7.0,3.0,0.0,-1.51
3115,228.21,-1.98,7.0,3.0,123.49,3.0,N,0.0,12.02,,-2.0,-2.0,NEUTRAL,228.21,1.0,16.0,0.55,228.0859,C8H12N4O4,8.0,4.0,0.0,0.54
3116,295.24,3.87,1.0,1.0,29.1,1.0,N,0.0,11.56,,3.79,3.79,NEUTRAL,295.24,2.0,21.0,0.79,295.062,C15H9F4NO,2.0,1.0,0.0,-0.45
3117,227.24,2.85,1.0,1.0,29.1,1.0,Y,0.0,11.69,,2.91,2.91,NEUTRAL,227.24,2.0,17.0,0.8,227.0746,C14H10FNO,2.0,1.0,0.0,-0.07
3118,495.64,3.98,8.0,2.0,121.8,14.0,N,0.0,6.65,3.66,4.84,4.17,NEUTRAL,495.64,1.0,34.0,0.1,495.2403,C24H37N3O6S,9.0,2.0,0.0,-0.52
3119,366.45,4.23,4.0,2.0,93.06,12.0,N,0.0,3.72,,4.75,-1.54,ACID,366.45,1.0,26.0,0.54,366.2042,C20H30O6,6.0,2.0,0.0,-0.12
3120,445.95,3.62,7.0,3.0,101.3,11.0,N,0.0,,1.73,2.63,2.63,NEUTRAL,445.95,3.0,31.0,0.39,445.1881,C22H28ClN5O3,8.0,3.0,0.0,-1.46
3121,484.99,3.47,7.0,2.0,101.38,10.0,N,0.0,,1.73,1.83,1.83,NEUTRAL,484.99,3.0,34.0,0.43,484.199,C24H29ClN6O3,9.0,2.0,0.0,-1.85
3122,544.78,6.83,4.0,0.0,78.24,1.0,N,2.0,,1.18,6.45,6.45,NEUTRAL,544.78,0.0,40.0,0.36,544.3665,C35H48N2O3,5.0,0.0,2.0,1.65
3123,164.16,0.51,3.0,0.0,43.37,0.0,Y,0.0,,,0.55,0.55,NEUTRAL,164.16,0.0,12.0,0.3,164.0473,C9H8O3,3.0,0.0,0.0,0.73
3124,152.19,1.37,2.0,0.0,26.3,1.0,Y,0.0,,,1.34,1.34,,152.19,0.0,11.0,0.42,152.0837,C9H12O2,2.0,0.0,0.0,0.42
3125,423.49,3.74,5.0,2.0,74.57,3.0,N,0.0,5.74,8.1,1.77,1.73,ACID,519.6,3.0,31.0,0.67,423.1958,C25H30FN3O6S,6.0,2.0,0.0,-0.55
3126,474.62,6.38,5.0,2.0,93.06,14.0,N,1.0,3.95,,6.94,0.94,ACID,474.62,2.0,33.0,0.31,474.2076,C26H34O6S,6.0,2.0,1.0,-0.26
3127,446.57,5.6,5.0,2.0,93.06,12.0,N,1.0,3.77,,6.05,-0.18,ACID,446.57,2.0,31.0,0.44,446.1763,C24H30O6S,6.0,2.0,1.0,-0.19
3128,338.4,3.45,4.0,2.0,93.06,10.0,N,0.0,3.65,,3.86,-2.51,ACID,338.4,1.0,24.0,0.68,338.1729,C18H26O6,6.0,2.0,0.0,-0.01
3129,442.55,5.89,4.0,2.0,93.06,13.0,N,1.0,4.06,,6.4,0.57,ACID,442.55,2.0,32.0,0.38,442.2355,C26H34O6,6.0,2.0,1.0,-0.15
3130,470.61,6.67,4.0,2.0,93.06,15.0,N,1.0,4.14,,7.29,1.57,ACID,470.61,2.0,34.0,0.28,470.2668,C28H38O6,6.0,2.0,1.0,-0.06
3131,456.58,6.2,4.0,2.0,93.06,13.0,N,1.0,4.06,,6.91,1.09,ACID,456.58,2.0,33.0,0.35,456.2512,C27H36O6,6.0,2.0,1.0,-0.22
3132,491.67,6.29,4.0,1.0,95.23,1.0,N,1.0,4.08,,6.24,3.13,ACID,491.67,0.0,36.0,0.43,491.3036,C31H41NO4,5.0,1.0,1.0,2.2
3133,168.15,-0.14,4.0,0.0,52.6,0.0,N,0.0,,,-0.05,-0.05,NEUTRAL,168.15,0.0,12.0,0.37,168.0423,C8H8O4,4.0,0.0,0.0,1.09
3134,436.55,4.61,7.0,0.0,88.13,13.0,N,0.0,,,4.6,4.6,NEUTRAL,436.55,1.0,31.0,0.25,436.2461,C24H36O7,7.0,0.0,0.0,-0.07
3135,470.61,6.07,6.0,0.0,71.06,13.0,N,1.0,,,6.69,6.69,NEUTRAL,470.61,2.0,34.0,0.26,470.2668,C28H38O6,6.0,0.0,1.0,-0.15
3136,408.54,5.15,4.0,2.0,93.06,12.0,N,1.0,3.94,,6.29,0.3,ACID,408.54,1.0,29.0,0.46,408.2512,C23H36O6,6.0,2.0,1.0,0.08
3137,481.56,7.39,4.0,3.0,70.23,6.0,N,1.0,8.73,,6.87,6.85,NEUTRAL,481.56,5.0,37.0,0.22,481.179,C32H23N3O2,5.0,3.0,1.0,-0.33
