as_id,rgid,smid,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
2670,1447,1015282,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0067135; SP_FLG: true; BARCODE: No ChipData
2671,1448,1015283,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067141; SP_FLG: false; BARCODE: 003017670029
2672,1449,1015284,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067142; SP_FLG: false; BARCODE: 003017670030
2673,1450,1015285,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067143; SP_FLG: false; BARCODE: No ChipData
2674,1451,1015286,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067144; SP_FLG: false; BARCODE: 003017671001
2675,1452,1015287,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067145; SP_FLG: false; BARCODE: No ChipData
2676,1448,1015288,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067141; SP_FLG: false; BARCODE: 003017670029
2677,1449,1015289,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067142; SP_FLG: false; BARCODE: 003017670030
2678,1450,1015290,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067143; SP_FLG: false; BARCODE: No ChipData
2679,1451,1015291,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067144; SP_FLG: false; BARCODE: 003017671001
2680,1452,1015292,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067145; SP_FLG: false; BARCODE: No ChipData
2681,1452,1015293,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067145; SP_FLG: false; BARCODE: No ChipData
2682,1448,1015294,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067141; SP_FLG: false; BARCODE: 003017670029
2683,1453,1015295,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067151; SP_FLG: false; BARCODE: 003017672005
2684,1454,1015296,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067152; SP_FLG: false; BARCODE: No ChipData
2685,1455,1015297,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067153; SP_FLG: false; BARCODE: 003017672006
2686,1456,1015298,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067154; SP_FLG: false; BARCODE: No ChipData
2687,1457,1015299,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067155; SP_FLG: false; BARCODE: 003017672007
2688,1453,1015300,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067151; SP_FLG: false; BARCODE: 003017672005
2689,1454,1015301,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067152; SP_FLG: false; BARCODE: No ChipData
2690,1455,1015302,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067153; SP_FLG: false; BARCODE: 003017672006
2691,1456,1015303,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067154; SP_FLG: false; BARCODE: No ChipData
2692,1457,1015304,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067155; SP_FLG: false; BARCODE: 003017672007
2693,1453,1015305,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067151; SP_FLG: false; BARCODE: 003017672005
2694,1454,1015306,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067152; SP_FLG: false; BARCODE: No ChipData
2695,1455,1015307,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067153; SP_FLG: false; BARCODE: 003017672006
2696,1456,1015308,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067154; SP_FLG: false; BARCODE: No ChipData
2697,1457,1015309,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067155; SP_FLG: false; BARCODE: 003017672007
2698,1453,1015310,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067151; SP_FLG: false; BARCODE: 003017672005
2699,1454,1015311,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067152; SP_FLG: false; BARCODE: No ChipData
2700,1455,1015312,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067153; SP_FLG: false; BARCODE: 003017672006
2701,1456,1015313,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067154; SP_FLG: false; BARCODE: No ChipData
2702,1457,1015314,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067155; SP_FLG: false; BARCODE: 003017672007
2703,1455,1015315,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0067153; SP_FLG: true; BARCODE: No ChipData
2704,1458,1015316,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067161; SP_FLG: false; BARCODE: 003017672017
2705,1459,1015317,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067162; SP_FLG: false; BARCODE: 003017672018
2706,1460,1015318,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067163; SP_FLG: false; BARCODE: No ChipData
2707,1461,1015319,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067164; SP_FLG: false; BARCODE: 003017672019
2708,1462,1015320,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067165; SP_FLG: false; BARCODE: No ChipData
2709,1458,1015321,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067161; SP_FLG: false; BARCODE: 003017672017
2710,1460,1015322,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067163; SP_FLG: false; BARCODE: No ChipData
2711,1461,1015323,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067164; SP_FLG: false; BARCODE: 003017672019
2712,1462,1015324,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067165; SP_FLG: false; BARCODE: No ChipData
2713,1459,1015325,"Liver_Degeneration, fatty (Centrilobular)",,,,moderate,"Liver_Degeneration, fatty (Centrilobular)",,,,moderate,SAMPLE_ID: 0067162; SP_FLG: false; BARCODE: 003017672018
2714,1460,1015326,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067163; SP_FLG: false; BARCODE: No ChipData
2715,1462,1015327,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067165; SP_FLG: false; BARCODE: No ChipData
2716,1458,1015328,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067161; SP_FLG: false; BARCODE: 003017672017
2717,1461,1015329,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067164; SP_FLG: false; BARCODE: 003017672019
2718,1458,1015330,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067161; SP_FLG: false; BARCODE: 003017672017
2719,1459,1015331,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067162; SP_FLG: false; BARCODE: 003017672018
2720,1460,1015332,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067163; SP_FLG: false; BARCODE: No ChipData
2721,1461,1015333,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067164; SP_FLG: false; BARCODE: 003017672019
2722,1462,1015334,Liver_Fibrosis (Centrilobular),,,,minimal,Liver_Fibrosis (Centrilobular),,,,minimal,SAMPLE_ID: 0067165; SP_FLG: false; BARCODE: No ChipData
2723,1462,1015335,Kidney_Infarct,,,,minimal,Kidney_Infarct,,,,minimal,SAMPLE_ID: 0067165; SP_FLG: true; BARCODE: No ChipData
2724,1458,1015336,Kidney_Mineralization (Cortico-medullary junction),,,,minimal,Kidney_Mineralization (Cortico-medullary junction),,,,minimal,SAMPLE_ID: 0067161; SP_FLG: true; BARCODE: No ChipData
2725,1461,1015337,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0067164; SP_FLG: true; BARCODE: No ChipData
2726,1463,1015338,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066213; SP_FLG: false; BARCODE: 003017661027
2727,1464,1015339,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066214; SP_FLG: false; BARCODE: 003017661028
2728,1465,1015340,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0066212; SP_FLG: false; BARCODE: No ChipData
2729,1464,1015341,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0066214; SP_FLG: true; BARCODE: No ChipData
2730,1466,1015342,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0066221; SP_FLG: false; BARCODE: 003017662009
2731,1466,1015343,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066221; SP_FLG: false; BARCODE: 003017662009
2732,1467,1015344,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066224; SP_FLG: false; BARCODE: No ChipData
2733,1468,1015345,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0066222; SP_FLG: false; BARCODE: 003017662010
2734,1469,1015346,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0066223; SP_FLG: false; BARCODE: No ChipData
2735,1470,1015347,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0066232; SP_FLG: false; BARCODE: No ChipData
2736,1471,1015348,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066231; SP_FLG: false; BARCODE: No ChipData
2737,1470,1015349,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066232; SP_FLG: false; BARCODE: No ChipData
2738,1472,1015350,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066233; SP_FLG: false; BARCODE: 003017662021
2739,1473,1015351,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066234; SP_FLG: false; BARCODE: 003017662022
2740,1471,1015352,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,"Kidney_Dilatation, cystic (Renal tubule)",,,,minimal,SAMPLE_ID: 0066231; SP_FLG: true; BARCODE: No ChipData
2741,1474,1015353,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0066241; SP_FLG: false; BARCODE: 003017663003
2742,1475,1015354,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0066243; SP_FLG: false; BARCODE: 003017663005
2743,1476,1015355,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0066245; SP_FLG: false; BARCODE: No ChipData
2744,1477,1015356,"Liver_Degeneration, fatty (Centrilobular)",,,,minimal,"Liver_Degeneration, fatty (Centrilobular)",,,,minimal,SAMPLE_ID: 0066242; SP_FLG: false; BARCODE: 003017663004
2745,1474,1015357,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0066241; SP_FLG: false; BARCODE: 003017663003
2746,1475,1015358,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0066243; SP_FLG: false; BARCODE: 003017663005
2747,1478,1015359,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0066244; SP_FLG: false; BARCODE: No ChipData
2748,1476,1015360,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0066245; SP_FLG: false; BARCODE: No ChipData
2749,1474,1015361,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066241; SP_FLG: false; BARCODE: 003017663003
2750,1475,1015362,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066243; SP_FLG: false; BARCODE: 003017663005
2751,1478,1015363,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066244; SP_FLG: false; BARCODE: No ChipData
2752,1476,1015364,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0066245; SP_FLG: false; BARCODE: No ChipData
2753,1479,1015365,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067171; SP_FLG: false; BARCODE: 003017670020
2754,1480,1015366,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067172; SP_FLG: false; BARCODE: No ChipData
2755,1481,1015367,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067173; SP_FLG: false; BARCODE: No ChipData
2756,1482,1015368,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067174; SP_FLG: false; BARCODE: 003017670021
2757,1483,1015369,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067175; SP_FLG: false; BARCODE: 003017670022
2758,1480,1015370,"Liver_Degeneration, fatty (Centrilobular)",,,,minimal,"Liver_Degeneration, fatty (Centrilobular)",,,,minimal,SAMPLE_ID: 0067172; SP_FLG: false; BARCODE: No ChipData
2759,1479,1015371,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067171; SP_FLG: false; BARCODE: 003017670020
2760,1481,1015372,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067173; SP_FLG: false; BARCODE: No ChipData
2761,1482,1015373,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067174; SP_FLG: false; BARCODE: 003017670021
2762,1483,1015374,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067175; SP_FLG: false; BARCODE: 003017670022
2763,1479,1015375,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067171; SP_FLG: false; BARCODE: 003017670020
2764,1481,1015376,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067173; SP_FLG: false; BARCODE: No ChipData
2765,1483,1015377,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,"Liver_Degeneration, hydropic (Centrilobular)",,,,slight,SAMPLE_ID: 0067175; SP_FLG: false; BARCODE: 003017670022
2766,1480,1015378,"Liver_Degeneration, hydropic (Centrilobular)",,,,moderate,"Liver_Degeneration, hydropic (Centrilobular)",,,,moderate,SAMPLE_ID: 0067172; SP_FLG: false; BARCODE: No ChipData
2767,1484,1015379,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067181; SP_FLG: false; BARCODE: 003017671002
2768,1485,1015380,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067182; SP_FLG: false; BARCODE: 003017671003
2769,1486,1015381,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067183; SP_FLG: false; BARCODE: 003017671004
2770,1487,1015382,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067184; SP_FLG: false; BARCODE: No ChipData
2771,1488,1015383,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067185; SP_FLG: false; BARCODE: No ChipData
2772,1485,1015384,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067182; SP_FLG: false; BARCODE: 003017671003
2773,1486,1015385,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067183; SP_FLG: false; BARCODE: 003017671004
2774,1487,1015386,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067184; SP_FLG: false; BARCODE: No ChipData
2775,1488,1015387,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,"Liver_Degeneration, fatty (Centrilobular)",,,,slight,SAMPLE_ID: 0067185; SP_FLG: false; BARCODE: No ChipData
2776,1484,1015388,"Liver_Degeneration, fatty (Centrilobular)",,,,moderate,"Liver_Degeneration, fatty (Centrilobular)",,,,moderate,SAMPLE_ID: 0067181; SP_FLG: false; BARCODE: 003017671002
2777,1484,1015389,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067181; SP_FLG: false; BARCODE: 003017671002
2778,1485,1015390,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067182; SP_FLG: false; BARCODE: 003017671003
2779,1486,1015391,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067183; SP_FLG: false; BARCODE: 003017671004
2780,1487,1015392,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,"Liver_Degeneration, hydropic (Centrilobular)",,,,minimal,SAMPLE_ID: 0067184; SP_FLG: false; BARCODE: No ChipData
2781,1485,1015393,"Kidney_Cast,hyaline (Renal tubule)",,,,minimal,"Kidney_Cast,hyaline (Renal tubule)",,,,minimal,SAMPLE_ID: 0067182; SP_FLG: true; BARCODE: No ChipData
2782,1489,1015394,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067191; SP_FLG: false; BARCODE: 003017672008
2783,1490,1015395,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067192; SP_FLG: false; BARCODE: 003017672009
2784,1491,1015396,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067193; SP_FLG: false; BARCODE: No ChipData
2785,1492,1015397,Liver_Cellular infiltration (Centrilobular),,,,minimal,Liver_Cellular infiltration (Centrilobular),,,,minimal,SAMPLE_ID: 0067194; SP_FLG: false; BARCODE: 003017672010
