predbind_id,activity_id,site_id,prediction_method,confidence
7702356,1775769,44,Single domain,high
7702357,1775782,1659,Single domain,high
7702358,1775791,1153,Single domain,high
7702359,1775800,1659,Single domain,high
7702360,1775817,44,Single domain,high
7702361,1775955,200,Single domain,high
7702362,1776123,74,Single domain,high
7702363,1776132,221,Single domain,high
7702364,1776186,589,Single domain,high
7702365,1796958,480,Single domain,high
7702366,1796987,157,Single domain,high
7702367,1797162,1246,Single domain,high
7702368,1797346,1015,Single domain,high
7702369,1797394,196,Single domain,high
7702370,1797397,196,Single domain,high
7702371,1797459,1060,Single domain,high
7702372,1797460,1282,Single domain,high
7702373,1798256,279,Single domain,high
7702374,1798416,2452,Multi domain,medium
7702375,1798420,2453,Multi domain,medium
7702376,1798422,2453,Multi domain,medium
7702377,1798427,2453,Multi domain,medium
7702378,1798475,2453,Multi domain,medium
7702379,1816657,652,Single domain,high
7702380,1816666,652,Single domain,high
7702381,1816684,652,Single domain,high
7702382,1816918,1575,Single domain,high
7702383,1816919,1575,Single domain,high
7702384,1816931,1154,Single domain,high
7702385,1816976,1154,Single domain,high
7702386,1816984,1154,Single domain,high
7702387,1817016,1575,Single domain,high
7702388,1817025,1575,Single domain,high
7702389,1817026,1575,Single domain,high
7702390,1817027,1575,Single domain,high
7702391,1817047,1154,Single domain,high
7702392,1817054,728,Single domain,high
7702393,1817069,728,Single domain,high
7702394,1759703,1530,Single domain,high
7702395,1759716,1530,Single domain,high
7702396,1759753,1530,Single domain,high
7702397,1759758,1530,Single domain,high
7702398,1759793,1429,Single domain,high
7702399,1759799,1156,Single domain,high
7702400,1759802,1156,Single domain,high
7702401,1759894,729,Single domain,high
7702402,1760139,500,Single domain,high
7702403,1760247,825,Single domain,high
7702404,1760281,481,Single domain,high
7702405,1760297,500,Single domain,high
7702406,1760333,1690,Single domain,high
7702407,1760361,702,Single domain,high
7702408,1760368,702,Single domain,high
7702409,1760372,1668,Single domain,high
7702410,1760509,1014,Single domain,high
7702411,1760562,390,Single domain,high
7702412,1776227,1620,Single domain,high
7702413,1776243,1201,Single domain,high
7702414,1776257,348,Single domain,high
7702415,1776263,348,Single domain,high
7702416,1776421,1382,Single domain,high
7702417,1776486,54,Single domain,high
7702418,1776491,54,Single domain,high
7702419,1776503,54,Single domain,high
7702420,1776544,54,Single domain,high
7702421,1776931,728,Single domain,high
7702422,1776944,1122,Single domain,high
7702423,1776975,390,Single domain,high
7702424,1777019,390,Single domain,high
7702425,1798505,2452,Multi domain,medium
7702426,1798527,2453,Multi domain,medium
7702427,1798534,2453,Multi domain,medium
7702428,1798573,2451,Multi domain,medium
7702429,1798574,2451,Multi domain,medium
7702430,1798601,2453,Multi domain,medium
7702431,1798625,2452,Multi domain,medium
7702432,1798666,2453,Multi domain,medium
7702433,1817143,959,Single domain,high
7702434,1817369,501,Single domain,high
7702435,1817383,501,Single domain,high
7702436,1817393,501,Single domain,high
7702437,1817415,501,Single domain,high
7702438,1817532,515,Single domain,high
7702439,1817535,515,Single domain,high
7702440,1817539,515,Single domain,high
7702441,1817546,515,Single domain,high
7702442,1817550,515,Single domain,high
7702443,1817561,515,Single domain,high
7702444,1817565,515,Single domain,high
7702445,1817603,515,Single domain,high
7702446,1817989,468,Single domain,high
7702447,1818128,324,Single domain,high
7702448,1818136,324,Single domain,high
7702449,1818155,894,Single domain,high
7702450,1760576,390,Single domain,high
7702451,1760578,390,Single domain,high
7702452,1760619,928,Single domain,high
7702453,1760620,928,Single domain,high
7702454,1760643,282,Single domain,high
7702455,1760648,282,Single domain,high
7702456,1760681,279,Single domain,high
7702457,1760682,279,Single domain,high
7702458,1760693,279,Single domain,high
7702459,1760726,1156,Single domain,high
7702460,1760730,1156,Single domain,high
7702461,1760736,1156,Single domain,high
7702462,1760740,1156,Single domain,high
7702463,1760849,1032,Single domain,high
7702464,1760883,1049,Single domain,high
7702465,1760922,1049,Single domain,high
7702466,1777064,390,Single domain,high
7702467,1777089,928,Single domain,high
7702468,1777203,728,Single domain,high
7702469,1777260,247,Single domain,high
7702470,1777271,247,Single domain,high
7702471,1777396,106,Single domain,high
7702472,1777424,2150,Single domain,high
7702473,1777472,912,Single domain,high
7702474,1777481,481,Single domain,high
7702475,1777625,1530,Single domain,high
7702476,1777627,1530,Single domain,high
7702477,1777674,1303,Single domain,high
7702478,1777680,1530,Single domain,high
7702479,1798826,1216,Single domain,high
7702480,1800741,1608,Single domain,high
7702481,1800765,1328,Single domain,high
7702482,1800880,1710,Single domain,high
7702483,1800882,1710,Single domain,high
7702484,1800893,1569,Single domain,high
7702485,1801182,324,Single domain,high
7702486,1801217,970,Single domain,high
7702487,1801222,970,Single domain,high
7702488,1801264,14,Single domain,high
7702489,1801271,970,Single domain,high
7702490,1801290,970,Single domain,high
7702491,1801319,1702,Single domain,high
7702492,1818255,1427,Single domain,high
7702493,1818282,246,Single domain,high
7702494,1818286,246,Single domain,high
7702495,1818291,246,Single domain,high
7702496,1818292,246,Single domain,high
7702497,1818296,246,Single domain,high
7702498,1818298,965,Single domain,high
7702499,1818302,965,Single domain,high
7702500,1818303,965,Single domain,high
7702501,1818601,27,Single domain,high
7702502,1818613,1529,Single domain,high
7702503,1818616,1529,Single domain,high
7702504,1819145,648,Single domain,high
7702505,1819150,648,Single domain,high
7702506,1819259,530,Single domain,high
7702507,1819260,530,Single domain,high
7702508,1819283,1517,Single domain,high
7702509,1819318,61,Single domain,high
7702510,1819475,1376,Single domain,high
7702511,1761319,5,Single domain,high
7702512,1761320,5,Single domain,high
7702513,1761321,5,Single domain,high
7702514,1761336,5,Single domain,high
7702515,1761343,5,Single domain,high
7702516,1761353,5,Single domain,high
7702517,1761356,5,Single domain,high
7702518,1761362,5,Single domain,high
7702519,1761394,728,Single domain,high
7702520,1761398,728,Single domain,high
7702521,1761416,728,Single domain,high
7702522,1761425,728,Single domain,high
7702523,1761445,728,Single domain,high
7702524,1761625,728,Single domain,high
7702525,1761631,1272,Single domain,high
7702526,1761650,1153,Single domain,high
7702527,1761672,959,Single domain,high
7702528,1761710,286,Single domain,high
7702529,1761720,262,Single domain,high
7702530,1761727,262,Single domain,high
7702531,1761991,5,Single domain,high
7702532,1761995,5,Single domain,high
7702533,1761996,5,Single domain,high
7702534,1762000,5,Single domain,high
7702535,1762001,5,Single domain,high
7702536,1762009,5,Single domain,high
7702537,1777702,1530,Single domain,high
7702538,1777729,1303,Single domain,high
7702539,1778003,909,Single domain,high
7702540,1778206,1121,Single domain,high
7702541,1778214,1121,Single domain,high
7702542,1778235,1121,Single domain,high
7702543,1778237,1121,Single domain,high
7702544,1778241,1121,Single domain,high
7702545,1778358,588,Single domain,high
7702546,1778362,588,Single domain,high
7702547,1778366,588,Single domain,high
7702548,1778372,1261,Single domain,high
7702549,1778388,1261,Single domain,high
7702550,1778427,1514,Single domain,high
7702551,1778481,1457,Single domain,high
7702552,1779200,2437,Single domain,high
7702553,1779202,2437,Single domain,high
7702554,1779417,1691,Single domain,high
7702555,1779423,1691,Single domain,high
7702556,1779439,1205,Single domain,high
7702557,1779456,1205,Single domain,high
7702558,1779457,1205,Single domain,high
7702559,1801413,788,Single domain,high
7702560,1801946,259,Single domain,high
7702561,1801952,259,Single domain,high
7702562,1801965,792,Single domain,high
7702563,1802015,259,Single domain,high
7702564,1802035,792,Single domain,high
7702565,1802057,1005,Single domain,high
7702566,1802096,259,Single domain,high
7702567,1802109,792,Single domain,high
7702568,1802118,792,Single domain,high
7702569,1802126,1005,Single domain,high
7702570,1802162,259,Single domain,high
7702571,1802196,792,Single domain,high
7702572,1802232,259,Single domain,high
7702573,1802237,792,Single domain,high
7702574,1819773,1254,Single domain,high
7702575,1819859,1239,Single domain,high
7702576,1820013,1239,Single domain,high
7702577,1820026,226,Single domain,high
7702578,1820038,226,Single domain,high
7702579,1820048,1254,Single domain,high
7702580,1820085,226,Single domain,high
7702581,1820086,226,Single domain,high
7702582,1820112,1239,Single domain,high
7702583,1820263,1254,Single domain,high
7702584,1820307,223,Single domain,high
7702585,1820405,808,Single domain,high
7702586,1820430,808,Single domain,high
7702587,1762051,728,Single domain,high
7702588,1762058,728,Single domain,high
7702589,1762063,728,Single domain,high
7702590,1762073,728,Single domain,high
7702591,1762300,532,Single domain,high
7702592,1762395,1512,Single domain,high
7702593,1762448,1584,Single domain,high
7702594,1762493,1512,Single domain,high
7702595,1762496,1584,Single domain,high
7702596,1762634,1690,Single domain,high
7702597,1762647,1690,Single domain,high
7702598,1762659,500,Single domain,high
7702599,1762675,500,Single domain,high
7702600,1762704,1690,Single domain,high
7702601,1762705,1690,Single domain,high
7702602,1762713,1690,Single domain,high
7702603,1762729,500,Single domain,high
7702604,1762730,500,Single domain,high
7702605,1762738,500,Single domain,high
7702606,1779459,1205,Single domain,high
7702607,1779463,1205,Single domain,high
7702608,1779466,163,Single domain,high
7702609,1779486,2239,Multi domain,medium
7702610,1779606,2239,Multi domain,medium
7702611,1779620,2239,Multi domain,medium
7702612,1779720,2239,Multi domain,medium
7702613,1779728,2239,Multi domain,medium
7702614,1779772,2239,Multi domain,medium
7702615,1802248,792,Single domain,high
7702616,1802310,640,Single domain,high
7702617,1802314,640,Single domain,high
7702618,1802324,792,Single domain,high
7702619,1802347,1005,Single domain,high
7702620,1802376,259,Single domain,high
7702621,1802381,259,Single domain,high
7702622,1802397,1609,Single domain,high
7702623,1802548,324,Single domain,high
7702624,1802553,324,Single domain,high
7702625,1802556,1078,Single domain,high
7702626,1802561,894,Single domain,high
7702627,1802592,806,Single domain,high
7702628,1802676,1606,Single domain,high
7702629,1802785,1239,Single domain,high
7702630,1802858,697,Single domain,high
7702631,1802866,959,Single domain,high
7702632,1820569,1602,Single domain,high
7702633,1820880,1080,Single domain,high
7702634,1821074,1961,Single domain,high
7702635,1821127,1875,Single domain,high
7702636,1821610,470,Single domain,high
7702637,1821618,1015,Single domain,high
7702638,1821619,1015,Single domain,high
7702639,1821642,1455,Single domain,high
7702640,1821673,470,Single domain,high
7702641,1821832,286,Single domain,high
7702642,1821835,286,Single domain,high
7702643,1821952,936,Single domain,high
7702644,1822438,1046,Single domain,high
7702645,1822466,1046,Single domain,high
7702646,1822477,1155,Single domain,high
7702647,1822478,1155,Single domain,high
7702648,1822506,1155,Single domain,high
7702649,1763652,165,Single domain,high
7702650,1763654,165,Single domain,high
7702651,1763716,1005,Single domain,high
7702652,1763791,1049,Single domain,high
7702653,1763810,1049,Single domain,high
7702654,1764001,1455,Single domain,high
7702655,1764030,1246,Single domain,high
7702656,1764033,1246,Single domain,high
7702657,1764038,1246,Single domain,high
7702658,1764046,470,Single domain,high
7702659,1764093,1048,Single domain,high
7702660,1764095,1048,Single domain,high
7702661,1764234,1200,Single domain,high
7702662,1764238,1200,Single domain,high
7702663,1764255,1200,Single domain,high
7702664,1764282,532,Single domain,high
7702665,1764294,532,Single domain,high
7702666,1764327,1156,Single domain,high
7702667,1764328,1156,Single domain,high
7702668,1764338,1156,Single domain,high
7702669,1779828,1156,Single domain,high
7702670,1779829,1156,Single domain,high
7702671,1779910,1331,Single domain,high
7702672,1780081,343,Single domain,high
7702673,1780146,1347,Single domain,high
7702674,1780149,1347,Single domain,high
7702675,1780150,1347,Single domain,high
7702676,1780401,2112,Single domain,high
7702677,1780599,1122,Single domain,high
7702678,1780636,1610,Single domain,high
7702679,1780639,928,Single domain,high
7702680,1780652,535,Single domain,high
7702681,1780680,390,Single domain,high
7702682,1780681,535,Single domain,high
7702683,1780682,852,Single domain,high
7702684,1780683,1610,Single domain,high
7702685,1780685,928,Single domain,high
7702686,1780747,1347,Single domain,high
7702687,1780821,1347,Single domain,high
7702688,1802891,697,Single domain,high
7702689,1802901,959,Single domain,high
7702690,1802932,286,Single domain,high
7702691,1803183,1755,Single domain,high
7702692,1803200,1755,Single domain,high
7702693,1803282,155,Single domain,high
7702694,1803286,155,Single domain,high
7702695,1803294,12,Single domain,high
7702696,1803327,12,Single domain,high
7702697,1803335,12,Single domain,high
7702698,1803621,806,Single domain,high
7702699,1803714,806,Single domain,high
7702700,1803806,1690,Single domain,high
7702701,1803813,500,Single domain,high
7702702,1804097,1404,Single domain,high
7702703,1804104,928,Single domain,high
