ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
3220,17126594,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3221,17126594,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3222,17126594,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3223,17126595,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3224,17126595,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
3225,17126595,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3226,17126595,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3227,17126595,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3228,17126595,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3229,17126595,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3230,17126595,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3231,17126595,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3232,17126596,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3233,17126596,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
3234,17126596,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3235,17126596,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3236,17126596,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3237,17126596,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3238,17126596,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3239,17126596,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3240,17126596,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3241,17126597,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3242,17126597,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
3243,17126597,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3244,17126597,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3245,17126597,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3246,17126597,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3247,17126597,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3248,17126597,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3249,17126597,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3250,17126598,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3251,17126598,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
3252,17126598,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3253,17126598,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3254,17126598,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3255,17126598,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3256,17126598,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3257,17126598,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3258,17126598,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3259,17126599,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3260,17126599,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
3261,17126599,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3262,17126599,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3263,17126599,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3264,17126599,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3265,17126599,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3266,17126599,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3267,17126599,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3268,17126600,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3269,17126600,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
3270,17126600,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3271,17126600,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3272,17126600,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3273,17126600,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3274,17126600,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3275,17126600,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3276,17126600,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3277,17126601,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3278,17126601,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
3279,17126601,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3280,17126601,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3281,17126601,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3282,17126601,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3283,17126601,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3284,17126601,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3285,17126601,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3286,17126602,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3287,17126602,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
3288,17126602,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3289,17126602,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3290,17126602,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3291,17126602,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3292,17126602,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3293,17126602,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3294,17126602,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3295,17126603,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3296,17126603,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
3297,17126603,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3298,17126603,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3299,17126603,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3300,17126603,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3301,17126603,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3302,17126603,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3303,17126603,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3304,17126604,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3305,17126604,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
3306,17126604,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3307,17126604,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3308,17126604,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3309,17126604,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3310,17126604,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3311,17126604,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3312,17126604,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3313,17126605,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3314,17126605,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
3315,17126605,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3316,17126605,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3317,17126605,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3318,17126605,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3319,17126605,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3320,17126605,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3321,17126605,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3322,17126606,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3323,17126606,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
3324,17126606,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3325,17126606,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3326,17126606,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3327,17126606,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3328,17126606,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3329,17126606,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3330,17126606,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3331,17126607,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3332,17126607,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
3333,17126607,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3334,17126607,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3335,17126607,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3336,17126607,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3337,17126607,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3338,17126607,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3339,17126607,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3340,17126608,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3341,17126608,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
3342,17126608,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3343,17126608,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3344,17126608,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3345,17126608,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3346,17126608,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3347,17126608,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3348,17126608,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3349,17126609,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3350,17126609,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
3351,17126609,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3352,17126609,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3353,17126609,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3354,17126609,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3355,17126609,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3356,17126609,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3357,17126609,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3358,17126610,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3359,17126610,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
3360,17126610,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3361,17126610,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3362,17126610,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3363,17126610,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3364,17126610,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3365,17126610,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
3366,17126610,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3367,17126611,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3368,17126611,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
3369,17126611,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3370,17126611,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3371,17126611,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3372,17126611,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3373,17126611,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3374,17126611,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3375,17126611,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3376,17126612,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3377,17126612,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
3378,17126612,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3379,17126612,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3380,17126612,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3381,17126612,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3382,17126612,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3383,17126612,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3384,17126612,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3385,17126613,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3386,17126613,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
3387,17126613,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3388,17126613,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3389,17126613,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3390,17126613,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3391,17126613,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3392,17126613,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3393,17126613,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3394,17126614,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3395,17126614,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
3396,17126614,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3397,17126614,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3398,17126614,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3399,17126614,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3400,17126614,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3401,17126614,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3402,17126614,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3403,17126615,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3404,17126615,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
3405,17126615,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3406,17126615,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3407,17126615,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3408,17126615,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3409,17126615,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3410,17126615,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3411,17126615,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3412,17126616,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3413,17126616,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
3414,17126616,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3415,17126616,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3416,17126616,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3417,17126616,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3418,17126616,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3419,17126616,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3420,17126616,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3421,17126617,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3422,17126617,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
3423,17126617,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3424,17126617,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3425,17126617,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3426,17126617,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3427,17126617,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3428,17126617,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3429,17126617,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3430,17126618,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3431,17126618,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
3432,17126618,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3433,17126618,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3434,17126618,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3435,17126618,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3436,17126618,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3437,17126618,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3438,17126618,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3439,17126619,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3440,17126619,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
3441,17126619,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3442,17126619,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3443,17126619,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3444,17126619,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3445,17126619,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3446,17126619,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3447,17126619,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3448,17126620,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3449,17126620,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
3450,17126620,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3451,17126620,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3452,17126620,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3453,17126620,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3454,17126620,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3455,17126620,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3456,17126620,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3457,17126621,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3458,17126621,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
3459,17126621,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3460,17126621,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3461,17126621,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3462,17126621,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3463,17126621,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3464,17126621,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3465,17126621,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3466,17126622,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3467,17126622,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
3468,17126622,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3469,17126622,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3470,17126622,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3471,17126622,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3472,17126622,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3473,17126622,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3474,17126622,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3475,17126623,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3476,17126623,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
3477,17126623,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3478,17126623,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3479,17126623,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3480,17126623,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3481,17126623,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3482,17126623,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3483,17126623,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3484,17126624,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3485,17126624,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
3486,17126624,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3487,17126624,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3488,17126624,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3489,17126624,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3490,17126624,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3491,17126624,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3492,17126624,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3493,17126625,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3494,17126625,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
3495,17126625,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3496,17126625,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3497,17126625,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3498,17126625,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3499,17126625,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3500,17126625,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3501,17126625,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3502,17126626,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3503,17126626,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
3504,17126626,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3505,17126626,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3506,17126626,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3507,17126626,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3508,17126626,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3509,17126626,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3510,17126626,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3511,17126627,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3512,17126627,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
3513,17126627,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
3514,17126627,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
3515,17126627,SRC_ACTIVITY_ID,=,6.0,,,SRC_ACTIVITY_ID,=,6.0,,,,0
3516,17126627,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,,0
3517,17126627,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
3518,17126627,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
3519,17126627,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
3520,17126628,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
3521,17126628,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
3522,17126628,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
