activity_id,bei,sei,le,lle
46978,23.08,6.74,0.49,7.02
46979,21.76,6.36,0.47,6.59
47001,16.0,5.75,0.31,4.91
47002,17.72,6.36,0.34,5.72
47003,13.03,4.68,0.25,3.53
47004,20.06,7.21,0.39,6.82
47012,13.82,4.61,0.27,6.56
47013,11.38,3.8,0.22,5.28
47014,8.51,2.84,0.16,3.78
47015,13.49,5.01,0.26,3.8
47016,11.35,4.21,0.22,2.77
47022,14.41,5.76,0.26,0.97
47023,24.27,8.5,0.46,5.09
47024,24.58,8.61,0.47,5.17
47065,17.47,6.76,0.35,4.94
47067,11.64,2.65,0.22,4.29
47068,24.69,14.15,0.54,3.72
47069,22.81,13.07,0.5,3.12
47072,22.45,15.92,0.53,3.94
47073,22.85,16.21,0.54,4.09
47120,24.03,43.34,0.43,2.22
47121,15.22,27.45,0.27,-1.15
47122,16.93,30.54,0.31,-0.5
47124,15.77,28.44,0.28,-0.94
47127,17.22,31.05,0.31,-0.39
47141,5.7,,,
47142,7.37,,,
47167,10.91,4.33,0.22,2.8
47170,31.11,11.93,0.61,7.95
47171,25.24,9.68,0.5,6.25
47172,27.15,10.41,0.54,6.8
47173,30.07,11.53,0.59,7.65
47174,14.48,7.26,0.29,2.68
47175,15.49,7.77,0.31,3.03
47177,14.68,9.8,0.29,2.24
47266,24.79,12.72,0.46,4.0
47276,17.45,4.66,0.35,3.33
47278,22.32,3.79,0.42,3.75
47279,24.51,4.16,0.46,4.23
47335,10.41,3.57,0.2,3.66
47336,12.0,4.11,0.23,4.53
47338,9.41,3.67,0.17,1.64
47339,10.58,4.13,0.19,2.27
47341,11.52,8.41,0.21,-0.96
47342,31.63,6.04,0.6,4.81
47343,36.48,6.97,0.69,5.62
47359,19.89,6.83,0.44,6.27
47365,27.8,7.8,0.6,7.31
47384,15.89,21.69,0.3,1.44
47385,15.4,21.01,0.29,1.23
47391,33.95,47.2,0.62,4.96
47452,12.29,6.5,0.24,2.67
47453,10.94,5.79,0.21,1.7
47464,16.55,8.71,0.3,4.72
47468,15.62,8.28,0.29,4.6
47472,59.64,15.25,1.14,5.47
47473,49.39,12.63,0.95,4.47
47474,54.28,13.88,1.04,4.95
47483,17.87,8.18,0.32,1.27
47484,17.52,8.02,0.32,1.18
47485,14.9,6.2,0.38,2.66
47486,12.48,5.2,0.32,1.67
47489,20.42,10.62,0.4,1.96
47490,21.09,10.97,0.41,2.16
47492,12.84,3.78,0.24,5.94
47497,19.0,16.9,0.38,2.47
47501,15.08,3.55,0.28,3.56
47502,17.17,4.05,0.32,4.22
47503,18.16,4.28,0.34,4.53
47506,13.79,2.87,0.26,3.26
47507,15.93,3.32,0.3,3.91
47508,19.85,4.13,0.37,5.09
47513,20.07,13.62,0.37,5.23
47525,39.74,6.75,0.78,7.76
47528,13.83,7.88,0.27,1.21
47529,13.26,5.06,0.24,1.11
47531,10.19,4.86,0.19,-0.97
47533,9.86,4.59,0.19,-0.77
47537,13.98,8.62,0.27,3.63
47541,12.05,6.16,0.25,1.93
47544,11.79,5.85,0.24,2.13
47548,12.89,6.2,0.25,2.52
47559,29.71,5.74,0.69,7.46
47560,35.64,6.89,0.83,8.78
47561,34.2,6.61,0.8,8.46
47562,34.96,6.75,0.82,8.63
47567,19.45,6.09,0.36,2.19
47568,19.77,6.19,0.37,2.27
47597,14.04,5.52,0.26,1.04
47605,14.77,4.08,0.28,8.77
47606,15.22,4.21,0.29,9.03
47607,14.52,4.01,0.28,8.63
47608,15.13,4.18,0.29,8.97
47679,22.7,13.67,0.42,4.17
47680,23.72,14.29,0.44,4.51
47708,4.87,1.74,0.09,1.84
47709,7.48,2.67,0.14,4.08
47736,21.48,12.22,0.39,3.66
47739,13.97,7.07,0.25,2.06
47786,18.84,11.88,0.36,3.56
47789,18.38,11.04,0.42,4.05
47792,19.43,6.52,0.39,6.07
47808,22.64,14.92,0.44,3.42
47813,20.16,9.51,0.38,3.86
47823,20.98,22.66,0.38,3.71
47824,20.75,22.41,0.38,3.63
47825,24.97,26.97,0.46,5.1
47826,23.4,25.28,0.43,4.55
47827,17.66,19.08,0.32,2.55
47837,13.77,4.3,0.26,5.73
47838,10.19,3.18,0.19,4.24
47839,8.09,3.09,0.16,0.44
47842,6.42,2.66,0.12,2.56
47845,17.43,7.49,0.38,3.58
47847,26.81,30.92,0.52,4.93
47848,37.36,43.09,0.73,7.95
47858,19.91,18.06,0.4,2.91
47861,18.81,10.91,0.35,4.94
47862,18.47,8.31,0.35,5.19
47868,9.95,8.98,0.18,-1.94
47872,11.74,5.35,0.23,4.4
47878,11.42,4.13,0.24,5.07
47879,16.03,8.32,0.33,1.91
47880,19.68,10.22,0.4,3.28
47881,16.05,8.33,0.33,1.92
47882,15.52,9.14,0.38,2.33
47883,17.01,10.02,0.41,2.97
47884,14.0,8.25,0.34,1.68
47889,14.19,7.61,0.27,2.45
47890,13.96,7.49,0.27,2.33
47891,16.79,9.0,0.32,3.87
47893,14.66,7.86,0.28,2.71
47894,14.66,7.86,0.28,2.71
47896,15.5,4.75,0.3,6.47
47897,15.33,4.69,0.3,6.38
47898,17.1,5.24,0.33,7.28
47899,8.82,3.87,0.16,-0.71
47903,16.45,8.57,0.34,3.7
47904,16.46,8.57,0.34,3.7
47906,20.39,21.24,0.43,3.01
47907,19.43,18.56,0.37,1.39
47908,17.54,16.75,0.33,0.55
47909,17.91,17.11,0.34,0.71
47910,11.63,11.11,0.22,-2.08
47911,12.16,11.62,0.23,-1.84
47912,11.38,10.87,0.22,-2.19
47924,14.72,6.62,0.28,3.01
47925,14.55,6.54,0.28,2.92
47926,13.23,6.12,0.26,2.43
47927,12.9,5.97,0.25,2.24
47930,13.21,7.07,0.26,2.77
47933,14.91,7.12,0.27,3.53
47935,10.16,4.85,0.18,0.87
47947,18.87,6.86,0.42,3.24
47948,20.65,4.27,0.43,2.67
47956,19.93,14.62,0.37,3.32
47957,15.95,11.7,0.3,1.62
47958,18.06,13.25,0.34,2.52
47967,12.78,2.26,0.26,9.93
47979,12.83,8.37,0.23,0.61
47980,12.07,2.25,0.24,6.7
47981,12.47,2.33,0.24,6.86
47982,11.45,2.14,0.22,6.44
47984,17.12,20.89,0.33,0.37
47985,15.88,19.37,0.31,-0.07
47986,15.15,18.48,0.3,-0.33
47987,14.35,17.5,0.28,-0.62
47989,17.09,21.08,0.34,0.69
47990,14.76,18.21,0.29,-0.15
47991,14.92,18.4,0.29,-0.1
47992,13.61,16.78,0.27,-0.57
47994,13.19,3.32,0.25,6.72
47995,12.02,3.03,0.23,6.09
47996,9.71,7.27,0.18,-1.28
47998,23.76,15.75,0.43,2.35
47999,13.57,8.03,0.25,1.55
48006,20.68,6.23,0.39,5.58
48010,20.77,24.74,0.38,1.97
48011,22.84,18.66,0.42,2.92
48013,21.31,16.09,0.39,2.81
48015,16.49,10.52,0.32,2.21
48019,6.92,,,
48020,8.05,,,
48045,10.95,5.4,0.21,2.92
48048,11.69,5.76,0.22,3.37
48053,13.89,7.32,0.27,2.82
48055,15.07,8.54,0.29,2.86
48060,13.65,8.08,0.26,1.65
48072,16.03,12.58,0.31,0.01
48098,14.7,10.1,0.27,3.24
48101,18.0,12.56,0.37,4.43
48111,17.5,4.83,0.33,5.31
48112,16.27,4.49,0.3,4.79
48113,17.1,8.04,0.31,4.07
48114,17.8,8.37,0.33,4.4
48145,13.71,5.44,0.26,2.34
48149,14.25,5.66,0.27,2.63
48150,8.02,3.18,0.15,-0.73
48164,20.91,7.3,0.4,6.5
48165,20.18,7.04,0.39,6.2
48166,15.06,5.8,0.29,3.79
48167,17.7,6.82,0.34,4.98
48168,18.7,6.82,0.36,5.8
48169,17.44,6.36,0.34,5.26
48173,22.47,34.68,0.44,4.69
48174,15.98,24.66,0.31,2.19
48181,18.68,28.83,0.36,3.23
48182,18.76,28.95,0.37,3.26
48191,20.6,7.99,0.4,4.21
48192,16.32,11.93,0.38,3.38
48193,14.37,10.51,0.33,2.66
48194,14.58,10.65,0.34,2.73
48235,14.9,57.64,0.3,-0.64
48236,13.78,53.33,0.28,-1.18
48238,18.69,8.0,0.34,3.71
48239,17.07,7.31,0.31,3.06
48240,17.65,7.41,0.33,4.44
48241,16.88,7.09,0.31,4.12
48265,16.53,6.59,0.31,0.98
48266,16.24,5.53,0.34,7.62
48267,21.48,5.41,0.44,8.75
48271,4.82,1.78,0.09,-1.9
48272,4.84,1.79,0.09,-1.88
48273,11.94,2.92,0.23,5.14
48274,11.55,2.82,0.22,4.94
48275,17.91,3.76,0.34,4.01
48276,19.55,4.1,0.37,4.53
48284,18.46,10.03,0.37,4.83
48285,13.26,4.04,0.31,3.69
48286,24.8,7.57,0.58,7.44
48287,22.7,6.93,0.53,6.76
48324,7.45,,,
48326,6.69,,,
48333,16.37,6.48,0.33,4.56
48336,12.86,5.09,0.26,2.93
48337,20.84,8.25,0.41,6.64
48339,13.03,4.67,0.25,4.8
48340,13.03,4.67,0.25,4.8
48341,7.9,2.83,0.15,2.12
48342,10.6,4.35,0.2,2.45
48343,10.26,4.21,0.2,2.25
48344,8.04,3.29,0.15,0.95
48345,8.52,3.95,0.16,-0.04
48346,9.4,4.36,0.18,0.55
48347,8.31,3.85,0.16,-0.19
48348,17.39,6.45,0.34,4.53
48349,14.52,5.38,0.28,3.22
48350,12.15,4.5,0.24,2.15
48351,13.7,5.02,0.26,4.59
48352,10.95,4.01,0.21,3.15
48353,8.3,3.04,0.16,1.77
48359,20.88,7.93,0.38,2.8
48360,17.8,6.76,0.33,1.98
48376,23.43,39.73,0.51,5.3
48379,21.71,33.49,0.45,2.85
48381,24.14,25.45,0.47,3.31
48383,20.02,33.1,0.41,2.22
48387,16.67,9.49,0.31,4.31
48388,10.8,6.15,0.2,1.67
48389,22.79,10.92,0.44,2.81
48390,23.46,11.24,0.45,3.02
48403,18.3,14.53,0.33,2.79
48404,16.54,13.13,0.3,2.05
48408,12.1,5.6,0.25,2.48
48419,12.05,5.91,0.24,3.54
48420,16.03,7.86,0.31,5.65
48421,16.03,7.86,0.31,5.65
48422,12.06,5.92,0.24,3.54
48436,24.5,15.67,0.46,4.81
48437,22.09,14.13,0.42,3.88
48438,20.39,13.04,0.38,3.22
48440,21.25,13.59,0.4,3.55
48443,20.7,13.24,0.39,3.34
48446,15.32,9.8,0.29,1.26
48449,15.61,9.98,0.29,1.37
48455,22.94,43.31,0.42,2.08
48456,15.3,9.51,0.29,2.7
48458,17.12,9.71,0.33,5.87
48459,25.15,9.86,0.45,3.47
48472,22.29,15.85,0.41,4.23
48475,13.41,8.79,0.27,0.37
48478,24.5,10.73,0.52,3.67
48479,19.48,10.68,0.57,2.94
48482,13.59,3.8,0.27,2.96
48483,11.33,3.17,0.22,2.12
48490,10.9,3.83,0.22,3.24
48495,18.24,11.17,0.35,2.35
48496,22.04,13.5,0.43,3.54
48497,23.37,14.31,0.45,3.95
48498,13.74,8.73,0.28,2.22
48517,20.67,9.19,0.4,3.4
48551,14.82,6.14,0.3,2.48
48588,3.35,,,
48591,27.52,7.35,0.53,9.44
48592,18.9,5.05,0.36,6.55
48594,14.82,5.22,0.28,5.82
48595,16.18,5.7,0.3,6.51
48600,6.95,5.25,0.13,-2.46
48601,15.1,10.63,0.27,0.55
48616,15.06,4.0,0.3,3.37
48670,29.3,12.94,0.55,5.34
48671,25.51,11.27,0.48,4.56
48679,45.45,26.89,0.9,7.69
48680,30.1,17.81,0.6,5.02
48690,13.4,5.81,0.27,3.32
48705,16.63,9.53,0.3,4.67
48709,15.22,8.01,0.28,3.87
48715,12.18,7.18,0.24,1.99
48723,30.41,29.38,0.56,5.71
48727,14.29,8.63,0.26,2.44
48728,15.85,9.28,0.29,3.24
48729,21.92,18.48,0.43,3.22
48735,16.27,12.33,0.33,2.18
48737,12.87,5.91,0.23,3.29
48749,17.86,4.95,0.5,4.2
48751,22.14,6.54,0.41,4.56
48752,22.35,6.61,0.41,4.62
48753,22.3,6.59,0.41,4.61
48761,15.98,8.0,0.31,1.68
48765,12.44,6.18,0.23,1.18
48768,20.46,8.12,0.41,1.81
48776,11.67,5.35,0.21,-0.17
48778,14.49,7.78,0.29,3.03
48782,14.22,7.6,0.28,2.15
48788,16.23,11.21,0.35,3.26
48808,19.25,6.03,0.36,2.22
48809,21.92,6.87,0.41,2.88
48889,33.33,20.03,0.63,6.16
48890,34.19,20.55,0.65,6.38
48904,16.65,5.07,0.31,8.36
48905,17.17,5.23,0.32,8.62
48906,14.14,4.31,0.27,7.12
48907,14.83,4.52,0.28,7.46
48920,10.92,4.77,0.24,-1.27
48929,19.21,10.68,0.35,3.57
48930,18.72,10.41,0.35,3.39
48932,22.83,12.21,0.42,4.81
48933,23.11,12.35,0.43,4.91
48935,21.38,12.16,0.39,3.78
48977,16.6,8.24,0.3,3.32
49135,19.86,9.36,0.37,3.98
49136,17.16,8.09,0.32,3.03
49138,22.81,13.06,0.42,3.76
49144,17.37,16.51,0.42,2.23
49149,14.99,12.21,0.28,2.08
49150,19.09,15.54,0.36,3.7
49151,17.8,14.49,0.33,3.19
49167,13.69,4.17,0.26,2.56
49170,12.09,6.3,0.22,0.76
49181,32.88,12.54,0.67,7.35
49188,8.14,3.28,0.15,1.89
49191,12.77,3.63,0.25,8.22
49192,10.04,2.85,0.19,6.52
49193,10.57,3.01,0.2,6.85
49194,11.13,3.17,0.22,7.2
49200,29.83,24.54,0.55,4.82
49201,44.06,36.25,0.82,7.73
49207,27.52,31.88,0.6,4.15
49208,20.48,23.72,0.45,2.24
49210,10.89,3.32,0.23,1.82
49212,27.48,18.3,0.56,5.73
49219,20.52,13.62,0.39,4.76
49220,15.24,10.12,0.29,2.92
49221,15.12,9.16,0.29,1.25
49228,6.56,1.84,0.12,1.92
49244,13.21,6.19,0.26,2.99
49246,13.9,6.52,0.27,3.28
49248,10.95,5.56,0.2,0.33
49249,14.38,4.11,0.32,5.73
49250,12.88,3.69,0.28,5.22
49252,15.28,6.01,0.3,3.37
49253,15.98,7.98,0.3,4.15
49258,19.74,7.05,0.37,5.85
49263,20.02,7.39,0.37,6.0
49268,16.97,6.32,0.32,5.19
49269,11.66,4.34,0.22,2.62
49273,16.65,11.78,0.34,1.48
49274,16.65,11.78,0.34,1.48
49275,18.79,11.16,0.39,3.21
49276,18.78,11.15,0.39,3.21
49282,14.34,24.02,0.28,-0.18
49283,20.98,18.96,0.4,1.9
49284,19.97,18.05,0.38,1.48
49285,16.83,15.21,0.32,0.16
49286,17.28,15.62,0.33,0.35
49287,11.94,10.79,0.23,-1.9
49293,18.96,17.62,0.37,1.35
49294,18.66,17.34,0.37,1.22
49295,18.76,17.44,0.37,1.26
49310,14.56,7.22,0.28,2.39
49311,13.47,6.68,0.26,1.76
49316,13.56,5.48,0.25,4.42
49320,12.74,5.82,0.25,2.18
49322,10.38,4.75,0.2,0.94
49323,13.46,6.28,0.26,3.15
49326,12.43,5.21,0.23,2.54
49328,11.61,4.87,0.21,2.15
49335,17.23,10.2,0.33,5.62
49337,22.38,12.03,0.46,3.77
49346,22.65,10.31,0.47,4.5
49349,27.97,13.23,0.64,7.11
49351,14.55,11.03,0.28,3.18
49352,9.37,7.11,0.18,0.4
49353,15.54,5.13,0.33,1.26
49372,17.29,8.02,0.32,3.04
49373,11.64,5.4,0.21,0.31
49374,16.15,7.5,0.3,2.49
49377,18.47,6.78,0.37,5.78
49378,11.68,4.29,0.23,3.39
49379,12.21,2.57,0.24,5.33
49380,11.76,2.47,0.23,5.16
49381,11.12,2.34,0.22,4.91
49383,18.94,25.66,0.35,1.94
49384,14.39,19.5,0.27,0.14
49385,14.6,19.78,0.27,0.22
49386,13.16,17.82,0.25,-0.35
49388,20.52,24.02,0.37,2.17
49389,18.43,21.57,0.33,1.45
49390,18.05,21.12,0.32,1.32
49391,16.73,19.59,0.3,0.87
49393,16.97,12.64,0.32,3.06
49394,26.62,7.66,0.48,3.86
49402,14.43,9.75,0.27,2.44
49403,16.64,11.24,0.31,3.25
49404,14.71,9.93,0.27,2.54
49405,18.14,7.83,0.35,3.61
49408,21.48,9.63,0.39,3.74
49410,16.21,7.27,0.3,1.7
49411,18.26,8.19,0.33,2.5
49412,18.3,8.2,0.33,2.51
49413,18.72,8.39,0.34,2.67
49416,11.6,5.2,0.21,-0.08
49425,10.72,7.75,0.2,-0.05
49426,16.47,12.56,0.3,1.59
49428,14.79,8.46,0.28,3.86
49433,5.93,1.61,0.12,7.96
49435,23.11,12.66,0.5,5.75
49436,17.71,6.44,0.32,4.5
49451,16.54,9.92,0.31,2.89
49452,17.32,10.38,0.33,3.25
49453,17.32,10.38,0.33,3.25
49454,17.41,10.44,0.33,3.29
49470,6.09,1.94,0.12,5.48
49473,5.85,2.09,0.11,3.25
49479,17.32,12.05,0.34,1.13
49481,14.42,10.9,0.29,-0.96
49488,26.05,3.76,0.51,4.66
49491,35.17,20.99,0.64,4.5
49492,20.87,9.62,0.38,1.88
49494,16.63,8.58,0.31,4.48
49497,18.32,10.99,0.34,5.55
49501,24.61,33.06,0.52,3.22
49502,23.27,7.42,0.47,3.21
49503,28.57,9.12,0.58,4.47
49504,13.41,3.18,0.27,3.42
49508,23.58,9.38,0.43,3.27
49511,23.4,9.93,0.45,3.56
49512,25.31,10.74,0.49,4.15
49517,24.74,10.02,0.48,3.94
49518,25.92,10.5,0.5,4.29
49521,17.77,6.06,0.32,1.6
49522,19.54,6.67,0.36,2.12
49525,14.99,7.07,0.28,0.64
49526,14.03,6.62,0.27,0.27
49529,15.73,6.93,0.29,0.89
49530,17.59,7.75,0.32,1.49
49533,21.81,6.68,0.44,3.33
49534,23.52,7.21,0.47,3.78
49537,14.83,5.64,0.28,3.61
49538,8.33,3.17,0.16,0.12
49541,12.13,5.15,0.23,1.44
49547,10.01,2.87,0.19,5.12
49548,11.47,3.55,0.22,5.04
49554,18.33,5.78,0.34,4.34
49555,20.76,6.54,0.39,5.21
49556,21.27,6.71,0.4,5.39
49559,17.32,14.82,0.36,1.56
49560,13.59,4.82,0.27,3.79
49561,5.64,,,
49562,5.87,,,
49574,36.46,23.81,0.69,7.16
49575,33.01,21.55,0.62,6.4
49582,23.11,32.48,0.43,4.79
49592,18.01,7.4,0.33,4.33
49593,18.67,7.67,0.34,4.63
49594,22.32,7.17,0.41,6.08
49596,16.65,4.8,0.33,7.13
49609,12.22,4.5,0.24,4.72
49610,10.45,3.85,0.21,3.42
49634,20.69,26.7,0.42,2.98
49635,13.39,17.27,0.27,-0.07
49636,12.97,16.74,0.26,-0.25
49643,20.88,32.14,0.38,2.87
49650,29.08,152.98,0.52,2.77
49651,21.6,113.63,0.38,0.83
49652,27.2,5.26,0.64,6.91
49653,35.64,6.89,0.83,8.78
49654,29.96,5.79,0.7,7.52
49659,24.15,6.01,0.53,6.82
49660,26.23,6.53,0.57,7.45
49661,24.58,6.12,0.54,6.95
49662,20.82,6.21,0.47,6.33
49663,23.1,6.89,0.52,7.16
49664,21.7,6.47,0.49,6.65
49665,20.53,4.49,0.44,7.65
49666,22.32,4.88,0.48,8.3
49667,21.19,4.63,0.45,7.89
49689,15.8,5.39,0.29,3.45
49690,14.44,5.87,0.27,0.94
49691,15.27,6.2,0.29,1.25
49692,13.66,6.17,0.25,3.53
49693,9.31,4.21,0.17,1.1
49694,18.64,5.39,0.38,5.96
49695,26.11,7.55,0.53,8.74
49696,22.35,6.46,0.45,7.34
49697,17.54,5.07,0.36,5.55
49698,25.64,7.41,0.52,8.56
49700,13.8,4.25,0.28,5.87
49701,20.44,6.29,0.42,8.46
49702,17.09,5.26,0.35,7.15
49703,13.28,4.09,0.27,5.67
49704,20.79,6.4,0.43,8.6
49706,15.02,5.76,0.29,6.22
49707,12.62,4.84,0.24,4.93
49708,8.61,3.3,0.17,2.78
49709,15.93,5.36,0.31,4.36
49710,13.61,4.58,0.26,3.41
49711,13.61,4.58,0.26,3.41
49712,12.15,4.33,0.23,4.0
49713,10.01,3.57,0.19,2.91
49715,11.32,4.1,0.22,2.87
49716,9.24,3.35,0.18,1.86
49717,10.27,3.72,0.2,2.36
49722,13.52,10.18,0.29,1.88
49723,13.09,9.86,0.28,1.68
49724,14.38,10.83,0.31,2.28
49725,12.02,9.05,0.25,1.18
49726,14.16,10.67,0.3,2.18
49727,12.87,9.7,0.27,1.58
49728,12.87,9.7,0.27,1.58
49729,13.52,10.18,0.29,1.88
49730,11.8,8.89,0.25,1.08
49731,19.74,14.87,0.42,4.78
49732,11.8,8.89,0.25,1.08
49733,12.23,9.21,0.26,1.28
49734,13.09,9.86,0.28,1.68
49735,14.38,10.83,0.31,2.28
49737,20.4,14.71,0.41,5.05
49769,14.15,6.71,0.27,3.27
49770,18.26,8.65,0.35,5.14
49771,19.14,9.07,0.37,5.54
49772,14.89,7.06,0.29,3.61
49775,13.13,6.01,0.27,2.49
49776,20.5,9.38,0.42,5.73
49777,20.5,9.38,0.42,5.73
49778,14.54,6.65,0.3,3.11
49781,12.14,5.83,0.24,2.16
49782,18.23,8.75,0.36,4.97
49783,18.89,9.07,0.37,5.27
49784,13.56,6.51,0.27,2.82
49808,18.59,10.74,0.34,3.78
49824,16.35,9.93,0.3,4.34
49825,11.2,4.17,0.22,3.3
49827,9.99,4.23,0.19,3.68
49830,6.07,,,
49831,6.11,,,
49832,9.05,,,
49833,6.18,,,
49834,19.44,6.92,0.36,5.44
49837,16.03,5.71,0.3,4.14
49838,64.0,17.79,1.18,5.95
49839,60.32,16.76,1.11,5.55
49840,64.35,17.88,1.19,5.99
49841,28.46,23.89,0.51,4.89
49842,20.09,16.87,0.36,2.35
49844,27.68,24.3,0.5,5.17
49845,18.21,15.99,0.33,2.16
49855,9.08,2.42,0.18,4.43
49856,9.16,2.44,0.19,4.49
49860,10.04,2.42,0.21,6.16
49861,10.2,2.46,0.21,6.27
49870,13.2,4.5,0.29,2.18
49872,11.0,3.75,0.24,1.18
49874,28.21,24.63,0.55,5.43
49875,21.18,20.71,0.38,3.16
49876,16.85,10.83,0.35,2.28
49881,20.21,10.26,0.5,3.26
49882,24.61,13.2,0.65,4.28
49885,25.91,13.34,0.54,4.1
49887,23.57,16.1,0.61,4.6
49889,24.83,18.14,0.57,3.64
49904,17.69,5.64,0.34,4.62
49905,14.27,4.56,0.27,3.29
49906,13.42,4.28,0.26,2.95
49907,15.34,4.89,0.29,3.7
49913,15.61,4.0,0.29,4.52
49915,10.98,2.81,0.2,2.68
49916,11.69,4.81,0.22,2.94
49919,17.21,11.41,0.33,1.96
49920,19.61,13.01,0.38,2.78
49921,18.47,12.25,0.36,2.39
49923,22.3,12.61,0.44,3.73
49948,7.46,3.44,0.15,0.68
49949,8.51,3.92,0.17,1.67
49958,14.18,9.59,0.27,3.08
49960,14.38,9.15,0.27,4.41
49976,29.14,37.48,0.57,4.83
49977,27.2,34.75,0.53,4.56
49984,15.9,6.5,0.32,2.58
49988,21.51,5.54,0.39,2.84
50012,18.71,15.47,0.36,2.99
50033,16.79,5.1,0.31,6.49
50034,16.63,5.05,0.31,6.42
50036,17.93,5.9,0.34,6.33
50037,13.98,4.6,0.26,4.55
50039,26.62,5.76,0.55,9.36
50040,23.87,5.16,0.49,8.53
50048,23.6,9.32,0.49,5.95
50098,11.58,6.09,0.22,2.67
50099,9.47,4.98,0.18,1.02
50112,29.38,12.4,0.56,5.67
50115,30.47,12.86,0.58,5.9
50117,25.02,20.67,0.47,5.09
50120,26.19,21.63,0.49,5.35
50138,13.37,6.64,0.25,1.76
50140,15.26,7.58,0.28,2.34
50141,14.36,7.13,0.26,2.06
50142,15.5,7.7,0.28,2.42
50143,25.79,4.36,0.51,5.93
50144,27.78,4.7,0.55,6.31
50145,26.56,4.5,0.53,6.08
50151,23.8,11.09,0.45,5.75
50153,23.68,11.04,0.44,5.71
50154,27.76,12.94,0.52,7.11
50155,23.54,10.97,0.44,5.66
50157,22.12,11.65,0.41,5.4
50159,20.81,10.96,0.39,4.94
50160,25.55,13.46,0.48,6.63
50161,19.44,10.24,0.36,4.45
50180,19.95,16.11,0.39,2.6
50184,17.19,3.94,0.32,3.72
50185,14.95,3.43,0.28,3.08
50186,16.93,3.88,0.32,3.65
50202,32.19,21.57,0.62,4.2
50210,11.65,5.77,0.23,1.49
50213,26.71,5.9,0.58,5.02
50214,37.97,8.38,0.82,7.16
50215,34.76,7.67,0.75,6.55
50216,38.39,8.47,0.83,7.24
50217,15.49,7.97,0.31,3.07
50223,14.97,9.25,0.32,2.78
50229,18.55,8.27,0.36,4.62
50235,15.44,8.57,0.36,2.1
50390,24.04,17.66,0.44,3.83
50392,22.84,11.86,0.42,4.24
50394,16.09,9.56,0.29,1.77
50424,17.48,9.17,0.32,3.27
50426,16.16,8.77,0.3,2.58
50434,14.67,8.77,0.27,1.41
50436,18.11,9.17,0.33,3.7
50438,15.51,9.17,0.33,3.24
50476,27.8,10.59,0.51,3.86
50499,12.51,7.93,0.23,-0.08
50507,20.99,12.8,0.4,3.84
50508,27.06,16.5,0.51,5.52
50509,21.17,12.91,0.4,3.89
50513,17.63,5.98,0.33,3.73
50520,20.73,22.39,0.38,3.62
50521,18.72,20.22,0.34,2.92
50522,23.41,25.28,0.43,4.55
50523,22.96,24.8,0.42,4.4
50528,12.61,6.9,0.24,-0.62
50549,12.15,4.79,0.23,4.32
50550,8.13,3.2,0.15,1.92
50554,13.48,14.51,0.27,1.23
50563,32.84,12.53,0.67,7.34
50565,12.19,10.64,0.23,-1.25
50569,18.37,16.74,0.34,3.0
50570,25.03,22.81,0.46,5.07
50576,16.71,8.58,0.32,2.03
50584,15.82,8.12,0.3,1.61
50585,18.8,9.65,0.36,3.02
50587,12.88,9.7,0.26,-0.36
50607,12.57,4.54,0.26,5.66
50613,26.49,8.12,0.5,5.21
50614,14.21,12.85,0.26,2.91
50615,16.36,14.79,0.3,3.91
50616,20.06,18.13,0.37,5.62
50625,17.95,9.31,0.37,2.59
50626,21.78,11.29,0.45,4.02
50627,17.73,9.19,0.36,2.51
50635,13.82,5.43,0.26,2.91
50640,19.06,14.51,0.39,2.89
50641,19.06,14.51,0.39,2.89
50645,15.98,21.94,0.32,0.99
50646,17.52,25.89,0.34,3.58
50647,20.97,30.99,0.4,4.94
50648,14.25,21.06,0.28,2.28
50651,15.91,8.12,0.3,2.53
50652,14.43,7.36,0.28,1.72
50655,7.02,2.63,0.13,1.57
50659,16.02,10.07,0.29,2.44
50664,23.82,12.23,0.43,2.42
50667,12.96,7.38,0.25,3.12
50668,15.57,6.59,0.3,4.99
50686,9.68,3.27,0.21,0.76
50692,18.08,11.88,0.34,2.98
50693,12.88,8.46,0.24,0.68
50694,17.4,11.43,0.33,2.68
50718,9.17,7.4,0.19,0.15
50723,36.58,16.95,0.66,4.32
50724,13.49,2.63,0.27,6.23
50725,13.83,2.7,0.27,6.35
50726,12.82,2.5,0.25,5.99
50728,18.18,20.07,0.36,0.71
50729,15.53,17.14,0.31,-0.15
50730,16.63,18.35,0.33,0.21
50731,13.93,15.37,0.28,-0.66
50733,19.25,8.54,0.35,2.74
50755,17.98,6.19,0.34,4.03
50767,16.45,14.33,0.3,0.4
50768,18.29,21.79,0.33,1.04
50770,23.99,11.01,0.54,6.58
50775,16.08,19.88,0.3,2.15
50776,14.27,17.65,0.27,1.39
50777,15.85,19.6,0.3,2.06
50778,20.52,32.3,0.38,3.42
50779,15.57,24.51,0.29,1.47
50780,19.77,31.11,0.37,3.12
50781,5.22,,,
50782,7.76,,,
50784,6.08,,,
50785,8.04,,,
50793,19.39,8.48,0.35,4.46
50798,20.3,8.59,0.37,4.97
50802,17.94,7.84,0.33,3.66
50822,21.47,16.35,0.41,4.6
50823,19.48,14.83,0.37,3.75
50824,18.85,14.35,0.36,3.48
50825,16.51,12.57,0.31,2.47
50826,20.51,22.29,0.37,3.39
